Solution Algo,Maze Algo,Multiple,Size,Time,Nv,Nde,Steps,Path Length,Maze Shortest Path
RIGHT HAND RULE,PRIM,1395,601,88244,19970,5643,35380,2689,1355
BFS,HUNT_AND_KILL,1395,601,361781,169432,31667,169431,1247,1247
RIGHT HAND RULE,HUNT_AND_KILL,1395,601,196437,42117,14797,76192,5295,1247
BFS,RECURSIVE_DIVISION,1395,601,452715,210493,7156,210492,3043,3043
RIGHT HAND RULE,RECURSIVE_DIVISION,1395,601,78045,23042,1588,30032,8051,3043
BFS,DFS,1395,601,386781,181358,42681,181357,2583,2583
RIGHT HAND RULE,DFS,1395,601,39885,10900,3801,16262,5015,2583
BFS,PRIM,1395,601,370081,173315,26640,173314,1421,1421
RIGHT HAND RULE,PRIM,1395,601,95148,21703,6150,38666,3345,1421
BFS,HUNT_AND_KILL,1395,601,386407,181396,33921,181395,1239,1239
RIGHT HAND RULE,HUNT_AND_KILL,1395,601,176602,38161,13388,68842,4997,1239
BFS,RECURSIVE_DIVISION,1395,601,453853,210579,6878,210578,3171,3171
RIGHT HAND RULE,RECURSIVE_DIVISION,1395,601,71634,21005,1364,27524,8457,3171
BFS,DFS,1395,601,381660,178664,42084,178663,2743,2743
RIGHT HAND RULE,DFS,1395,601,60463,16333,5897,24718,7251,2743
BFS,PRIM,1395,601,385701,180824,28001,180823,1451,1451
RIGHT HAND RULE,PRIM,1395,601,195928,42709,12109,75908,6283,1451
BFS,HUNT_AND_KILL,1395,601,377730,177040,33018,177039,1375,1375
RIGHT HAND RULE,HUNT_AND_KILL,1395,601,97856,21906,7654,39774,2261,1375
BFS,RECURSIVE_DIVISION,1395,601,446275,207548,6758,207547,3491,3491
RIGHT HAND RULE,RECURSIVE_DIVISION,1395,601,61538,18118,985,22914,8525,3491
BFS,DFS,1395,601,384583,180255,42458,180254,2681,2681
RIGHT HAND RULE,DFS,1395,601,39043,10558,3635,15682,5283,2681
BFS,PRIM,1395,601,386251,181387,28066,181386,1311,1311
RIGHT HAND RULE,PRIM,1395,601,138855,30708,8978,55100,4039,1311
BFS,HUNT_AND_KILL,1395,601,386443,181396,34095,181395,1241,1241
RIGHT HAND RULE,HUNT_AND_KILL,1395,601,134142,29464,10430,53748,3355,1241
BFS,RECURSIVE_DIVISION,1395,601,284572,129990,4638,129989,1447,1447
RIGHT HAND RULE,RECURSIVE_DIVISION,1395,601,22201,7210,421,9218,3595,1447
BFS,DFS,1395,601,385858,180855,42674,180854,2439,2439
RIGHT HAND RULE,DFS,1395,601,36946,10134,3559,15186,4563,2439
BFS,PRIM,1395,601,384817,180730,27933,180729,1255,1255
RIGHT HAND RULE,PRIM,1395,601,170061,37441,10771,67020,4833,1255
BFS,HUNT_AND_KILL,1395,601,349332,163132,30467,163131,1287,1287
RIGHT HAND RULE,HUNT_AND_KILL,1395,601,167580,37102,12993,66378,5487,1287
BFS,RECURSIVE_DIVISION,1395,601,432999,201484,6338,201483,3645,3645
RIGHT HAND RULE,RECURSIVE_DIVISION,1395,601,75738,21867,1403,27902,9737,3645
BFS,DFS,1410,601,385033,180446,42470,180445,2407,2407
RIGHT HAND RULE,DFS,1410,601,40978,11093,3901,16628,5345,2407
BFS,PRIM,1410,601,354188,166083,25623,166082,1331,1331
RIGHT HAND RULE,PRIM,1410,601,216188,47011,13374,83478,6371,1331
BFS,HUNT_AND_KILL,1410,601,372626,174894,32815,174893,1229,1229
RIGHT HAND RULE,HUNT_AND_KILL,1410,601,120503,26283,9236,47750,3135,1229
BFS,RECURSIVE_DIVISION,1410,601,435429,202304,6924,202303,2105,2105
RIGHT HAND RULE,RECURSIVE_DIVISION,1410,601,48247,14208,1051,18586,5025,2105
BFS,DFS,1410,601,376891,176430,41529,176429,2219,2219
RIGHT HAND RULE,DFS,1410,601,52473,14057,5037,21326,6279,2219
BFS,PRIM,1410,601,375201,175978,27208,175977,1287,1287
RIGHT HAND RULE,PRIM,1410,601,120413,26577,7783,47756,3829,1287
BFS,HUNT_AND_KILL,1410,601,386603,181411,33979,181410,1253,1253
RIGHT HAND RULE,HUNT_AND_KILL,1410,601,127964,28356,9893,51012,4585,1253
BFS,RECURSIVE_DIVISION,1410,601,453949,210993,6988,210992,3513,3513
RIGHT HAND RULE,RECURSIVE_DIVISION,1410,601,70587,20890,1232,26570,9743,3513
BFS,DFS,1410,601,383458,179839,42398,179838,2295,2295
RIGHT HAND RULE,DFS,1410,601,28307,7860,2683,11714,3791,2295
BFS,PRIM,1410,601,372797,174733,27074,174732,1327,1327
RIGHT HAND RULE,PRIM,1410,601,141748,30818,8939,55312,4353,1327
BFS,HUNT_AND_KILL,1410,601,367505,172343,32203,172342,1267,1267
RIGHT HAND RULE,HUNT_AND_KILL,1410,601,110220,24634,8523,43706,4165,1267
BFS,RECURSIVE_DIVISION,1410,601,437400,203193,6562,203192,2499,2499
RIGHT HAND RULE,RECURSIVE_DIVISION,1410,601,98716,27925,1796,36550,10379,2499
BFS,DFS,1410,601,386426,181030,42678,181029,2369,2369
RIGHT HAND RULE,DFS,1410,601,38187,10191,3617,15486,4623,2369
BFS,PRIM,1410,601,386822,181411,28064,181410,1279,1279
RIGHT HAND RULE,PRIM,1410,601,160621,35369,10341,63464,4261,1279
BFS,HUNT_AND_KILL,1410,601,342707,160147,29725,160146,1371,1371
RIGHT HAND RULE,HUNT_AND_KILL,1410,601,194997,41494,14811,76024,3947,1371
BFS,RECURSIVE_DIVISION,1410,601,443397,206276,7133,206275,2603,2603
RIGHT HAND RULE,RECURSIVE_DIVISION,1410,601,78072,22556,1463,29558,8275,2603
BFS,DFS,1410,601,380566,178444,41971,178443,2521,2521
RIGHT HAND RULE,DFS,1410,601,60162,16097,5856,24502,6719,2521
BFS,PRIM,1410,601,344241,160841,24649,160840,1363,1363
RIGHT HAND RULE,PRIM,1410,601,110249,24370,6877,43574,3757,1363
BFS,HUNT_AND_KILL,1410,601,344468,161085,30019,161084,1243,1243
RIGHT HAND RULE,HUNT_AND_KILL,1410,601,168566,36630,12718,65880,5215,1243
BFS,RECURSIVE_DIVISION,1410,601,417409,193576,6529,193575,1953,1953
RIGHT HAND RULE,RECURSIVE_DIVISION,1410,601,46304,14033,904,17998,5707,1953
BFS,DFS,1410,601,386949,181318,42683,181317,2451,2451
RIGHT HAND RULE,DFS,1410,601,45658,12534,4365,18490,6183,2451
BFS,PRIM,1410,601,350577,163919,25086,163918,1285,1285
RIGHT HAND RULE,PRIM,1410,601,118486,26962,7563,47224,5155,1285
BFS,HUNT_AND_KILL,1410,601,386718,181409,33912,181408,1309,1309
RIGHT HAND RULE,HUNT_AND_KILL,1410,601,124156,27308,9532,49332,3435,1309
BFS,RECURSIVE_DIVISION,1410,601,443041,205809,6752,205808,2253,2253
RIGHT HAND RULE,RECURSIVE_DIVISION,1410,601,46314,13809,874,18022,5085,2253
BFS,DFS,1410,601,386757,181301,42720,181300,2721,2721
RIGHT HAND RULE,DFS,1410,601,41421,11217,3945,16858,5211,2721
BFS,PRIM,1410,601,274423,127024,19402,127023,1335,1335
RIGHT HAND RULE,PRIM,1410,601,228797,49816,14252,88602,6375,1335
BFS,HUNT_AND_KILL,1410,601,386259,181411,33950,181410,1307,1307
RIGHT HAND RULE,HUNT_AND_KILL,1410,601,140163,30989,10943,55828,4031,1307
BFS,RECURSIVE_DIVISION,1410,601,453247,211421,7372,211420,2245,2245
RIGHT HAND RULE,RECURSIVE_DIVISION,1410,601,35685,10948,739,14044,3957,2245
BFS,DFS,1410,601,386949,181359,42736,181358,2515,2515
RIGHT HAND RULE,DFS,1410,601,47002,12727,4509,19250,5787,2515
BFS,PRIM,1410,601,386508,181411,27851,181410,1325,1325
RIGHT HAND RULE,PRIM,1410,601,102116,23571,6586,41506,2899,1325
BFS,HUNT_AND_KILL,1410,601,346111,161531,30112,161530,1247,1247
RIGHT HAND RULE,HUNT_AND_KILL,1410,601,153053,33213,11535,59680,3395,1247
BFS,RECURSIVE_DIVISION,1410,601,428178,199432,6902,199431,2703,2703
RIGHT HAND RULE,RECURSIVE_DIVISION,1410,601,84906,24305,1479,31426,10595,2703
BFS,DFS,1410,601,386827,181281,42596,181280,2579,2579
RIGHT HAND RULE,DFS,1410,601,31694,8750,2976,12954,4331,2579
BFS,PRIM,1410,601,386915,181411,27993,181410,1295,1295
RIGHT HAND RULE,PRIM,1410,601,121515,27322,7739,48458,4367,1295
BFS,HUNT_AND_KILL,1410,601,387987,181410,33852,181409,1253,1253
RIGHT HAND RULE,HUNT_AND_KILL,1410,601,174014,38152,13194,68610,4309,1253
BFS,RECURSIVE_DIVISION,1410,601,446351,207644,6401,207643,4199,4199
RIGHT HAND RULE,RECURSIVE_DIVISION,1410,601,110670,31786,1975,40648,12365,4199
BFS,DFS,1410,601,383224,179523,42340,179522,2331,2331
RIGHT HAND RULE,DFS,1410,601,42953,11494,4047,17354,5163,2331
BFS,PRIM,1410,601,386363,181121,28022,181120,1303,1303
RIGHT HAND RULE,PRIM,1410,601,126791,28116,8143,49912,4353,1303
BFS,HUNT_AND_KILL,1410,601,372682,174797,32668,174796,1403,1403
RIGHT HAND RULE,HUNT_AND_KILL,1410,601,182937,38949,13747,70920,4233,1403
BFS,RECURSIVE_DIVISION,1410,601,387767,179869,5856,179868,2929,2929
RIGHT HAND RULE,RECURSIVE_DIVISION,1410,601,152718,41223,2683,54396,13899,2929
BFS,DFS,1410,601,382738,179783,42316,179782,2655,2655
RIGHT HAND RULE,DFS,1410,601,60781,16278,5975,24958,6883,2655
BFS,PRIM,1410,601,388574,181405,28085,181404,1467,1467
RIGHT HAND RULE,PRIM,1410,601,82642,18809,5403,33558,2871,1467
BFS,HUNT_AND_KILL,1410,601,387215,181411,33910,181410,1363,1363
RIGHT HAND RULE,HUNT_AND_KILL,1410,601,164411,36020,12453,64274,4717,1363
BFS,RECURSIVE_DIVISION,1410,601,452461,210393,6747,210392,3481,3481
RIGHT HAND RULE,RECURSIVE_DIVISION,1410,601,65712,19996,1192,25364,9665,3481
BFS,DFS,1410,601,384481,180355,42512,180354,2491,2491
RIGHT HAND RULE,DFS,1410,601,40783,10937,3937,16866,4619,2491
BFS,PRIM,1410,601,386802,181370,28175,181369,1299,1299
RIGHT HAND RULE,PRIM,1410,601,158807,35249,10060,62492,5817,1299
BFS,HUNT_AND_KILL,1410,601,387104,181407,33938,181406,1243,1243
RIGHT HAND RULE,HUNT_AND_KILL,1410,601,184177,39985,14087,72516,5171,1243
BFS,RECURSIVE_DIVISION,1410,601,440026,204531,6899,204530,2831,2831
RIGHT HAND RULE,RECURSIVE_DIVISION,1410,601,49468,14802,1027,19192,5763,2831
BFS,DFS,1410,601,386596,181255,42693,181254,3131,3131
RIGHT HAND RULE,DFS,1410,601,38972,10666,3777,15972,5011,3131
BFS,PRIM,1410,601,375676,176118,27079,176117,1299,1299
RIGHT HAND RULE,PRIM,1410,601,123502,27702,7912,48514,4649,1299
BFS,HUNT_AND_KILL,1410,601,318301,148460,27594,148459,1347,1347
RIGHT HAND RULE,HUNT_AND_KILL,1410,601,206025,44331,15336,79388,5603,1347
BFS,RECURSIVE_DIVISION,1410,601,401332,186110,6390,186109,1755,1755
RIGHT HAND RULE,RECURSIVE_DIVISION,1410,601,44381,13345,866,17064,6133,1755
BFS,DFS,1410,601,385881,180871,42657,180870,2563,2563
RIGHT HAND RULE,DFS,1410,601,43382,11289,4125,17758,4247,2563
BFS,PRIM,1410,601,386615,181282,28181,181281,1519,1519
RIGHT HAND RULE,PRIM,1410,601,135460,30319,8764,53542,5533,1519
BFS,HUNT_AND_KILL,1410,601,384669,180625,33835,180624,1343,1343
RIGHT HAND RULE,HUNT_AND_KILL,1410,601,102156,23034,7888,40904,3707,1343
BFS,RECURSIVE_DIVISION,1410,601,454595,211272,7419,211271,3823,3823
RIGHT HAND RULE,RECURSIVE_DIVISION,1410,601,69595,20219,1442,26466,6973,3823
BFS,DFS,1410,601,384626,180699,42627,180698,2159,2159
RIGHT HAND RULE,DFS,1410,601,26512,7317,2555,11106,3455,2159
BFS,PRIM,1410,601,386127,181409,28054,181408,1271,1271
RIGHT HAND RULE,PRIM,1410,601,116123,26169,7370,45752,4981,1271
BFS,HUNT_AND_KILL,1410,601,346422,161927,30107,161926,1411,1411
RIGHT HAND RULE,HUNT_AND_KILL,1410,601,63868,14871,5023,26394,1909,1411
BFS,RECURSIVE_DIVISION,1410,601,370012,171178,6072,171177,2255,2255
RIGHT HAND RULE,RECURSIVE_DIVISION,1410,601,141757,39377,2711,52166,9357,2255
BFS,DFS,1410,601,384065,180027,42386,180026,2215,2215
RIGHT HAND RULE,DFS,1410,601,20844,5886,1923,8602,3123,2215
BFS,PRIM,1410,601,386290,181411,28099,181410,1295,1295
RIGHT HAND RULE,PRIM,1410,601,170429,36951,10688,66464,4845,1295
BFS,HUNT_AND_KILL,1410,601,359803,168372,31270,168371,1311,1311
RIGHT HAND RULE,HUNT_AND_KILL,1410,601,86758,19497,6735,34860,3017,1311
BFS,RECURSIVE_DIVISION,1410,601,381498,176511,6200,176510,3253,3253
RIGHT HAND RULE,RECURSIVE_DIVISION,1410,601,62700,17916,1336,23488,7153,3253
BFS,DFS,1410,601,363751,169950,40112,169949,2367,2367
RIGHT HAND RULE,DFS,1410,601,24381,6800,2309,10066,3495,2367
BFS,PRIM,1410,601,385073,180490,27802,180489,1475,1475
RIGHT HAND RULE,PRIM,1410,601,80343,18041,5138,32418,2675,1475
BFS,HUNT_AND_KILL,1410,601,305679,142110,26480,142109,1251,1251
RIGHT HAND RULE,HUNT_AND_KILL,1410,601,151967,33132,11301,59646,4319,1251
BFS,RECURSIVE_DIVISION,1410,601,448721,209508,6907,209507,2469,2469
RIGHT HAND RULE,RECURSIVE_DIVISION,1410,601,86848,24987,1539,32316,9501,2469
BFS,DFS,1410,601,378917,177620,41888,177619,2367,2367
RIGHT HAND RULE,DFS,1410,601,50340,13681,4831,20446,6575,2367
BFS,PRIM,1410,601,368620,172797,26699,172796,1387,1387
RIGHT HAND RULE,PRIM,1410,601,131707,29308,8395,51720,4677,1387
BFS,HUNT_AND_KILL,1410,601,377515,177389,32942,177388,1391,1391
RIGHT HAND RULE,HUNT_AND_KILL,1410,601,124086,27404,9355,48800,4759,1391
BFS,RECURSIVE_DIVISION,1410,601,416495,193520,6213,193519,1561,1561
RIGHT HAND RULE,RECURSIVE_DIVISION,1410,601,63755,18786,1216,24238,7721,1561
BFS,DFS,1410,601,384432,180048,42497,180047,2623,2623
RIGHT HAND RULE,DFS,1410,601,30898,8545,2967,12746,4291,2623
BFS,PRIM,1410,601,355526,166752,25515,166751,1443,1443
RIGHT HAND RULE,PRIM,1410,601,172819,38446,10866,67440,6645,1443
BFS,HUNT_AND_KILL,1410,601,385970,181402,33963,181401,1387,1387
RIGHT HAND RULE,HUNT_AND_KILL,1410,601,117756,26344,9115,47420,2519,1387
BFS,RECURSIVE_DIVISION,1410,601,399547,185140,6257,185139,2443,2443
RIGHT HAND RULE,RECURSIVE_DIVISION,1410,601,68645,19909,1394,25862,7263,2443
BFS,DFS,1410,601,385665,180754,42751,180753,2919,2919
RIGHT HAND RULE,DFS,1410,601,35582,9837,3462,14702,4783,2919
BFS,PRIM,1410,601,385718,181411,27987,181410,1371,1371
RIGHT HAND RULE,PRIM,1410,601,141994,31325,8959,55710,4593,1371
BFS,HUNT_AND_KILL,1410,601,372363,174893,32631,174892,1311,1311
RIGHT HAND RULE,HUNT_AND_KILL,1410,601,170973,37070,12940,67234,3995,1311
BFS,RECURSIVE_DIVISION,1410,601,452851,210884,6547,210883,3791,3791
RIGHT HAND RULE,RECURSIVE_DIVISION,1410,601,79849,22814,1466,29486,9497,3791
BFS,DFS,1410,601,384076,179932,42467,179931,2531,2531
RIGHT HAND RULE,DFS,1410,601,34927,9609,3317,14334,4827,2531
BFS,PRIM,1410,601,386864,181411,27971,181410,1307,1307
RIGHT HAND RULE,PRIM,1410,601,111946,25034,7162,44732,3459,1307
BFS,HUNT_AND_KILL,1410,601,384618,180704,33806,180703,1263,1263
RIGHT HAND RULE,HUNT_AND_KILL,1410,601,154987,33875,11946,61284,3777,1263
BFS,RECURSIVE_DIVISION,1410,601,452645,210234,7197,210233,2207,2207
RIGHT HAND RULE,RECURSIVE_DIVISION,1410,601,48258,14054,937,18398,5137,2207
BFS,DFS,1410,601,380502,178498,42037,178497,2259,2259
RIGHT HAND RULE,DFS,1410,601,35507,9676,3351,14492,4579,2259
BFS,PRIM,1410,601,385489,181351,27998,181350,1651,1651
RIGHT HAND RULE,PRIM,1410,601,127513,28537,8128,50286,4681,1651
BFS,HUNT_AND_KILL,1410,601,379225,177884,33397,177883,1335,1335
RIGHT HAND RULE,HUNT_AND_KILL,1410,601,90966,20453,7190,36886,3023,1335
BFS,RECURSIVE_DIVISION,1410,601,453171,210524,7184,210523,3175,3175
RIGHT HAND RULE,RECURSIVE_DIVISION,1410,601,66028,19352,1477,25416,7565,3175
BFS,DFS,1410,601,385631,180764,42718,180763,2411,2411
RIGHT HAND RULE,DFS,1410,601,50611,13407,4901,20638,5767,2411
BFS,PRIM,1410,601,330042,153990,23685,153989,1301,1301
RIGHT HAND RULE,PRIM,1410,601,151535,33437,9581,59054,4927,1301
BFS,HUNT_AND_KILL,1410,601,377574,176988,32822,176987,1475,1475
RIGHT HAND RULE,HUNT_AND_KILL,1410,601,143548,31301,10811,56216,4229,1475
BFS,RECURSIVE_DIVISION,1410,601,351299,161548,5457,161547,2007,2007
RIGHT HAND RULE,RECURSIVE_DIVISION,1410,601,64861,18875,1215,24426,7271,2007
BFS,DFS,1410,601,387062,181304,42794,181303,3099,3099
RIGHT HAND RULE,DFS,1410,601,51434,13989,5058,21194,6271,3099
BFS,PRIM,1410,601,335739,156607,24098,156606,1457,1457
RIGHT HAND RULE,PRIM,1410,601,71896,16856,4672,29190,3589,1457
BFS,HUNT_AND_KILL,1410,601,346565,161850,30256,161849,1265,1265
RIGHT HAND RULE,HUNT_AND_KILL,1410,601,147700,32235,11504,58726,3605,1265
BFS,RECURSIVE_DIVISION,1410,601,219121,98708,3031,98707,1487,1487
RIGHT HAND RULE,RECURSIVE_DIVISION,1410,601,50236,14921,953,18828,6635,1487
BFS,DFS,1410,601,382343,179264,42198,179263,2211,2211
RIGHT HAND RULE,DFS,1410,601,32000,8731,3059,13110,4311,2211
BFS,PRIM,1410,601,387666,181410,28028,181409,1275,1275
RIGHT HAND RULE,PRIM,1410,601,123095,27158,7763,48370,4155,1275
BFS,HUNT_AND_KILL,1410,601,335475,156078,28932,156077,1263,1263
RIGHT HAND RULE,HUNT_AND_KILL,1410,601,123365,27296,9563,49150,3165,1263
BFS,RECURSIVE_DIVISION,1410,601,436522,202646,6797,202645,1847,1847
RIGHT HAND RULE,RECURSIVE_DIVISION,1410,601,54746,16184,1116,21434,5471,1847
BFS,DFS,1410,601,386865,181242,42668,181241,2367,2367
RIGHT HAND RULE,DFS,1410,601,27864,7852,2638,11594,3883,2367
BFS,PRIM,1410,601,386838,181356,27933,181355,1325,1325
RIGHT HAND RULE,PRIM,1410,601,133412,30163,8481,53036,3815,1325
BFS,HUNT_AND_KILL,1410,601,386874,181411,34105,181410,1491,1491
RIGHT HAND RULE,HUNT_AND_KILL,1410,601,152831,33544,11708,60488,4829,1491
BFS,RECURSIVE_DIVISION,1410,601,451961,209845,7312,209844,2173,2173
RIGHT HAND RULE,RECURSIVE_DIVISION,1410,601,71005,20878,1450,27304,7669,2173
BFS,DFS,1410,601,384848,180327,42456,180326,2467,2467
RIGHT HAND RULE,DFS,1410,601,42578,11588,4072,17410,5303,2467
BFS,PRIM,1410,601,386530,181407,28128,181406,1287,1287
RIGHT HAND RULE,PRIM,1410,601,169604,37035,10743,66144,5369,1287
BFS,HUNT_AND_KILL,1410,601,385526,181347,34000,181346,1247,1247
RIGHT HAND RULE,HUNT_AND_KILL,1410,601,161313,35317,12416,63570,4943,1247
BFS,RECURSIVE_DIVISION,1410,601,421789,195734,6413,195733,2423,2423
RIGHT HAND RULE,RECURSIVE_DIVISION,1410,601,77477,22042,1477,28820,8327,2423
BFS,DFS,1410,601,382439,179697,42262,179696,2443,2443
RIGHT HAND RULE,DFS,1410,601,39086,10959,3719,15950,5907,2443
BFS,PRIM,1410,601,384753,180396,28046,180395,1337,1337
RIGHT HAND RULE,PRIM,1410,601,183075,40204,11694,72132,5793,1337
BFS,HUNT_AND_KILL,1410,601,385926,181411,33758,181410,1231,1231
RIGHT HAND RULE,HUNT_AND_KILL,1410,601,214059,46522,16017,83234,5117,1231
BFS,RECURSIVE_DIVISION,1410,601,220516,99185,3360,99184,1581,1581
RIGHT HAND RULE,RECURSIVE_DIVISION,1410,601,78754,22518,1445,29472,7543,1581
BFS,DFS,1410,601,385290,181094,42689,181093,2519,2519
RIGHT HAND RULE,DFS,1410,601,31499,8721,3022,12952,4193,2519
BFS,PRIM,1410,601,349153,163247,25236,163246,1299,1299
RIGHT HAND RULE,PRIM,1410,601,147355,32603,9357,58246,3409,1299
BFS,HUNT_AND_KILL,1410,601,322334,150178,27930,150177,1239,1239
RIGHT HAND RULE,HUNT_AND_KILL,1410,601,182242,39653,13896,71102,4835,1239
BFS,RECURSIVE_DIVISION,1410,601,273354,124374,3972,124373,1963,1963
RIGHT HAND RULE,RECURSIVE_DIVISION,1410,601,43198,13186,855,16856,5135,1963
BFS,DFS,1410,601,382235,179143,42107,179142,2551,2551
RIGHT HAND RULE,DFS,1410,601,30674,8259,2897,12698,3459,2551
BFS,PRIM,1410,601,386683,181411,27973,181410,1299,1299
RIGHT HAND RULE,PRIM,1410,601,147558,32309,9250,57366,4611,1299
BFS,HUNT_AND_KILL,1410,601,381813,179294,33579,179293,1459,1459
RIGHT HAND RULE,HUNT_AND_KILL,1410,601,150865,32891,11639,59564,4287,1459
BFS,RECURSIVE_DIVISION,1410,601,450875,209841,7029,209840,2301,2301
RIGHT HAND RULE,RECURSIVE_DIVISION,1410,601,52099,15907,913,20306,6879,2301
BFS,DFS,1410,601,377549,176711,41579,176710,2475,2475
RIGHT HAND RULE,DFS,1410,601,45466,12419,4318,18382,6115,2475
BFS,PRIM,1410,601,386132,181411,28170,181410,1331,1331
RIGHT HAND RULE,PRIM,1410,601,175305,38544,11120,68340,6013,1331
BFS,HUNT_AND_KILL,1410,601,386489,181411,33953,181410,1223,1223
RIGHT HAND RULE,HUNT_AND_KILL,1410,601,154187,33893,12004,61562,3941,1223
BFS,RECURSIVE_DIVISION,1410,601,379427,175813,5995,175812,1769,1769
RIGHT HAND RULE,RECURSIVE_DIVISION,1410,601,83653,24315,1665,31490,6407,1769
BFS,DFS,1410,601,370626,173646,40898,173645,2055,2055
RIGHT HAND RULE,DFS,1410,601,42883,11304,4087,17410,4839,2055
BFS,PRIM,1410,601,351298,164136,25279,164135,1395,1395
RIGHT HAND RULE,PRIM,1410,601,142375,31446,9046,55668,5687,1395
BFS,HUNT_AND_KILL,1410,601,374304,175588,32786,175587,1235,1235
RIGHT HAND RULE,HUNT_AND_KILL,1410,601,196756,42298,15027,77030,4475,1235
BFS,RECURSIVE_DIVISION,1410,601,452584,210455,6846,210454,2079,2079
RIGHT HAND RULE,RECURSIVE_DIVISION,1410,601,34451,10315,676,13438,3859,2079
BFS,DFS,1410,601,384702,180453,42556,180452,2403,2403
RIGHT HAND RULE,DFS,1410,601,27526,7785,2603,11462,3691,2403
BFS,PRIM,1410,601,361955,169305,26217,169304,1319,1319
RIGHT HAND RULE,PRIM,1410,601,141531,31204,9181,55896,3601,1319
BFS,HUNT_AND_KILL,1410,601,380645,178360,33314,178359,1355,1355
RIGHT HAND RULE,HUNT_AND_KILL,1410,601,83275,19023,6447,33932,2851,1355
BFS,RECURSIVE_DIVISION,1410,601,394842,183282,6506,183281,2433,2433
RIGHT HAND RULE,RECURSIVE_DIVISION,1410,601,49711,14714,1030,19428,5287,2433
BFS,DFS,1410,601,383409,179739,42370,179738,2203,2203
RIGHT HAND RULE,DFS,1410,601,42010,11567,4011,17106,5607,2203
BFS,PRIM,1410,601,381374,178931,27536,178930,1291,1291
RIGHT HAND RULE,PRIM,1410,601,122403,27587,7844,48360,4321,1291
BFS,HUNT_AND_KILL,1410,601,325588,151715,28324,151714,1347,1347
RIGHT HAND RULE,HUNT_AND_KILL,1410,601,196924,43065,14948,77028,5425,1347
BFS,RECURSIVE_DIVISION,1410,601,451334,210029,7158,210028,3111,3111
RIGHT HAND RULE,RECURSIVE_DIVISION,1410,601,94657,27248,1780,34914,12065,3111
BFS,DFS,1410,601,385770,180611,42469,180610,2323,2323
RIGHT HAND RULE,DFS,1410,601,44961,12030,4331,18334,5423,2323
BFS,PRIM,1410,601,384617,179723,27706,179722,1469,1469
RIGHT HAND RULE,PRIM,1410,601,156236,34372,9780,60866,5613,1469
BFS,HUNT_AND_KILL,1410,601,351748,163985,30686,163984,1259,1259
RIGHT HAND RULE,HUNT_AND_KILL,1410,601,178794,38583,13599,69628,4439,1259
BFS,RECURSIVE_DIVISION,1410,601,454794,210551,7221,210550,2467,2467
RIGHT HAND RULE,RECURSIVE_DIVISION,1410,601,123413,34332,2251,45564,11399,2467
BFS,DFS,1410,601,387354,180645,42552,180644,2203,2203
RIGHT HAND RULE,DFS,1410,601,38653,10124,3671,15720,4213,2203
BFS,PRIM,1410,601,358315,166676,25473,166675,1393,1393
RIGHT HAND RULE,PRIM,1410,601,84874,19761,5596,34924,2181,1393
BFS,HUNT_AND_KILL,1410,601,355635,166514,31023,166513,1311,1311
RIGHT HAND RULE,HUNT_AND_KILL,1410,601,87738,19748,6820,35524,2981,1311
BFS,RECURSIVE_DIVISION,1410,601,429780,199742,6699,199741,2589,2589
RIGHT HAND RULE,RECURSIVE_DIVISION,1410,601,96372,27950,1847,35834,10533,2589
BFS,DFS,1410,601,386384,181246,42577,181245,2435,2435
RIGHT HAND RULE,DFS,1410,601,41665,11069,3969,16986,4611,2435
BFS,PRIM,1410,601,386365,181389,28000,181388,1347,1347
RIGHT HAND RULE,PRIM,1410,601,176883,38163,11206,68982,4429,1347
BFS,HUNT_AND_KILL,1410,601,370418,173657,32424,173656,1347,1347
RIGHT HAND RULE,HUNT_AND_KILL,1410,601,129779,28189,10003,51348,3067,1347
BFS,RECURSIVE_DIVISION,1410,601,338906,155656,5398,155655,1767,1767
RIGHT HAND RULE,RECURSIVE_DIVISION,1410,601,38628,12099,641,15068,5483,1767
BFS,DFS,1410,601,378667,177270,41753,177269,2571,2571
RIGHT HAND RULE,DFS,1410,601,41903,11533,4003,17282,5759,2571
BFS,PRIM,1410,601,387069,181381,27912,181380,1283,1283
RIGHT HAND RULE,PRIM,1410,601,155899,34909,9876,61618,6399,1283
BFS,HUNT_AND_KILL,1410,601,264335,122035,22624,122034,1293,1293
RIGHT HAND RULE,HUNT_AND_KILL,1410,601,133153,29558,10389,53298,2419,1293
BFS,RECURSIVE_DIVISION,1410,601,449743,209147,6787,209146,3143,3143
RIGHT HAND RULE,RECURSIVE_DIVISION,1410,601,56165,16507,969,21046,8435,3143
BFS,DFS,1410,601,384164,179977,42406,179976,2367,2367
RIGHT HAND RULE,DFS,1410,601,44969,12391,4313,18382,5899,2367
BFS,PRIM,1410,601,324020,151219,23107,151218,1275,1275
RIGHT HAND RULE,PRIM,1410,601,160927,35609,10031,62794,5719,1275
BFS,HUNT_AND_KILL,1410,601,379120,177905,33189,177904,1263,1263
RIGHT HAND RULE,HUNT_AND_KILL,1410,601,143892,31408,10799,56352,4193,1263
BFS,RECURSIVE_DIVISION,1410,601,454268,211168,7458,211167,2489,2489
RIGHT HAND RULE,RECURSIVE_DIVISION,1410,601,78713,22519,1508,29280,8397,2489
BFS,DFS,1410,601,381071,178588,42045,178587,2287,2287
RIGHT HAND RULE,DFS,1410,601,31013,8469,2959,12818,3963,2287
