Solution Algo,Maze Algo,Multiple,Size,Time,Nv,Nde,Steps,Path Length,Maze Shortest Path
BFS,DFS,0,21,142,139,30,138,59,59
RIGHT HAND RULE,DFS,0,21,94,97,29,134,59,59
BFS,PRIM,0,21,138,141,19,140,43,43
RIGHT HAND RULE,PRIM,0,21,198,177,51,310,43,43
BFS,HUNT_AND_KILL,0,21,115,135,24,134,39,39
RIGHT HAND RULE,HUNT_AND_KILL,0,21,149,141,50,242,39,39
BFS,RECURSIVE_DIVISION,0,21,180,217,18,216,95,95
RIGHT HAND RULE,RECURSIVE_DIVISION,0,21,157,176,26,230,111,95
BFS,DFS,0,21,110,123,28,122,51,51
RIGHT HAND RULE,DFS,0,21,289,105,32,158,51,51
BFS,PRIM,0,21,135,159,22,158,43,43
RIGHT HAND RULE,PRIM,0,21,67,79,19,114,43,43
BFS,HUNT_AND_KILL,0,21,175,201,39,200,39,39
RIGHT HAND RULE,HUNT_AND_KILL,0,21,179,163,57,286,39,39
BFS,RECURSIVE_DIVISION,0,21,188,233,12,232,87,87
RIGHT HAND RULE,RECURSIVE_DIVISION,0,21,101,136,14,160,103,87
BFS,DFS,0,21,170,197,46,196,95,95
RIGHT HAND RULE,DFS,0,21,145,161,55,226,95,95
BFS,PRIM,0,21,129,158,26,157,43,43
RIGHT HAND RULE,PRIM,0,21,128,129,33,214,43,43
BFS,HUNT_AND_KILL,0,21,95,106,18,105,39,39
RIGHT HAND RULE,HUNT_AND_KILL,0,21,130,125,44,210,39,39
BFS,RECURSIVE_DIVISION,0,21,187,229,14,228,65,65
RIGHT HAND RULE,RECURSIVE_DIVISION,0,21,115,137,15,172,71,65
BFS,DFS,0,21,96,96,24,95,39,39
RIGHT HAND RULE,DFS,0,21,105,109,39,178,39,39
BFS,PRIM,0,21,161,201,38,200,39,39
RIGHT HAND RULE,PRIM,0,21,137,103,32,166,39,39
BFS,HUNT_AND_KILL,0,21,142,177,34,176,43,43
RIGHT HAND RULE,HUNT_AND_KILL,0,21,184,139,45,234,43,43
BFS,RECURSIVE_DIVISION,0,21,200,239,11,238,59,59
RIGHT HAND RULE,RECURSIVE_DIVISION,0,21,154,178,15,226,83,59
BFS,DFS,0,21,95,97,22,96,39,39
RIGHT HAND RULE,DFS,0,21,174,143,57,246,39,39
BFS,PRIM,0,21,171,191,30,190,39,39
RIGHT HAND RULE,PRIM,0,21,114,91,27,142,39,39
BFS,HUNT_AND_KILL,0,21,162,201,38,200,39,39
RIGHT HAND RULE,HUNT_AND_KILL,0,21,138,133,46,226,39,39
BFS,RECURSIVE_DIVISION,0,21,172,211,12,210,77,77
RIGHT HAND RULE,RECURSIVE_DIVISION,0,21,104,136,10,166,85,77
BFS,DFS,0,21,90,94,24,93,39,39
RIGHT HAND RULE,DFS,0,21,108,111,43,182,39,39
BFS,PRIM,0,21,177,201,32,200,47,47
RIGHT HAND RULE,PRIM,0,21,116,125,27,202,47,47
BFS,HUNT_AND_KILL,0,21,122,148,27,147,43,43
RIGHT HAND RULE,HUNT_AND_KILL,0,21,47,63,17,82,43,43
BFS,RECURSIVE_DIVISION,0,21,193,233,10,232,41,41
RIGHT HAND RULE,RECURSIVE_DIVISION,0,21,89,113,8,144,47,41
BFS,DFS,0,21,105,126,30,125,51,51
RIGHT HAND RULE,DFS,0,21,89,103,37,154,51,51
BFS,PRIM,0,21,145,187,26,186,39,39
RIGHT HAND RULE,PRIM,0,21,118,119,29,198,39,39
BFS,HUNT_AND_KILL,0,21,153,192,40,191,39,39
RIGHT HAND RULE,HUNT_AND_KILL,0,21,90,101,33,162,39,39
BFS,RECURSIVE_DIVISION,0,21,153,194,6,193,39,39
RIGHT HAND RULE,RECURSIVE_DIVISION,0,21,145,175,15,230,55,39
BFS,DFS,0,21,125,158,37,157,63,63
RIGHT HAND RULE,DFS,0,21,77,99,31,134,63,63
BFS,PRIM,0,21,158,201,31,200,47,47
RIGHT HAND RULE,PRIM,0,21,98,111,28,174,47,47
BFS,HUNT_AND_KILL,0,21,107,133,20,132,43,43
RIGHT HAND RULE,HUNT_AND_KILL,0,21,37,55,13,66,43,43
BFS,RECURSIVE_DIVISION,0,21,159,214,8,213,45,45
RIGHT HAND RULE,RECURSIVE_DIVISION,0,21,117,145,14,190,55,45
BFS,DFS,0,21,118,145,33,144,59,59
RIGHT HAND RULE,DFS,0,21,104,117,35,174,59,59
BFS,PRIM,0,21,129,167,25,166,43,43
RIGHT HAND RULE,PRIM,0,21,96,107,34,170,43,43
BFS,HUNT_AND_KILL,0,21,144,156,25,155,39,39
RIGHT HAND RULE,HUNT_AND_KILL,0,21,169,161,56,282,39,39
BFS,RECURSIVE_DIVISION,0,21,189,234,14,233,69,69
RIGHT HAND RULE,RECURSIVE_DIVISION,0,21,71,101,12,114,77,69
BFS,DFS,0,21,90,94,23,93,39,39
RIGHT HAND RULE,DFS,0,21,127,129,49,218,39,39
BFS,PRIM,0,21,149,200,33,199,43,43
RIGHT HAND RULE,PRIM,0,21,92,103,31,162,43,43
BFS,HUNT_AND_KILL,0,21,151,188,29,187,39,39
RIGHT HAND RULE,HUNT_AND_KILL,0,21,170,159,51,278,39,39
BFS,RECURSIVE_DIVISION,0,21,158,197,7,196,43,43
RIGHT HAND RULE,RECURSIVE_DIVISION,0,21,74,99,7,120,57,43
BFS,DFS,0,21,115,131,30,130,59,59
RIGHT HAND RULE,DFS,0,21,107,119,40,178,59,59
BFS,PRIM,0,21,129,167,24,166,51,51
RIGHT HAND RULE,PRIM,0,21,74,91,20,130,51,51
BFS,HUNT_AND_KILL,0,21,140,187,35,186,39,39
RIGHT HAND RULE,HUNT_AND_KILL,0,21,83,93,30,146,39,39
BFS,RECURSIVE_DIVISION,0,21,139,185,9,184,49,49
RIGHT HAND RULE,RECURSIVE_DIVISION,0,21,57,82,6,92,57,49
BFS,DFS,0,21,138,182,39,181,75,75
RIGHT HAND RULE,DFS,0,21,120,121,36,166,75,75
BFS,PRIM,0,21,161,201,33,200,43,43
RIGHT HAND RULE,PRIM,0,21,45,63,9,82,43,43
BFS,HUNT_AND_KILL,0,21,150,200,46,199,43,43
RIGHT HAND RULE,HUNT_AND_KILL,0,21,160,165,68,286,43,43
BFS,RECURSIVE_DIVISION,0,21,114,141,6,140,49,49
RIGHT HAND RULE,RECURSIVE_DIVISION,0,21,175,195,17,266,55,49
BFS,DFS,0,21,116,138,35,137,55,55
RIGHT HAND RULE,DFS,0,21,101,115,41,174,55,55
BFS,PRIM,0,21,115,145,17,144,43,43
RIGHT HAND RULE,PRIM,0,21,79,87,22,130,43,43
BFS,HUNT_AND_KILL,0,21,147,199,37,198,39,39
RIGHT HAND RULE,HUNT_AND_KILL,0,21,158,159,51,278,39,39
BFS,RECURSIVE_DIVISION,0,21,168,208,17,207,43,43
RIGHT HAND RULE,RECURSIVE_DIVISION,0,21,128,135,29,196,53,43
BFS,DFS,0,21,99,104,22,103,51,51
RIGHT HAND RULE,DFS,0,21,52,69,17,86,51,51
BFS,PRIM,0,21,160,194,28,193,39,39
RIGHT HAND RULE,PRIM,0,21,111,117,29,194,39,39
BFS,HUNT_AND_KILL,0,21,112,141,16,140,39,39
RIGHT HAND RULE,HUNT_AND_KILL,0,21,23,41,5,42,39,39
BFS,RECURSIVE_DIVISION,0,21,102,118,4,117,43,43
RIGHT HAND RULE,RECURSIVE_DIVISION,0,21,63,85,1,100,47,43
BFS,DFS,0,21,151,192,45,191,83,83
RIGHT HAND RULE,DFS,0,21,110,135,43,186,83,83
BFS,PRIM,0,21,113,140,18,139,39,39
RIGHT HAND RULE,PRIM,0,21,109,111,30,182,39,39
BFS,HUNT_AND_KILL,0,21,141,189,39,188,39,39
RIGHT HAND RULE,HUNT_AND_KILL,0,21,71,79,25,118,39,39
BFS,RECURSIVE_DIVISION,0,21,142,179,8,178,45,45
RIGHT HAND RULE,RECURSIVE_DIVISION,0,21,55,76,7,92,47,45
BFS,DFS,0,21,90,103,28,102,39,39
RIGHT HAND RULE,DFS,0,21,118,123,48,206,39,39
BFS,PRIM,0,21,148,194,31,193,43,43
RIGHT HAND RULE,PRIM,0,21,102,113,27,182,43,43
BFS,HUNT_AND_KILL,0,21,155,201,38,200,39,39
RIGHT HAND RULE,HUNT_AND_KILL,0,21,133,135,48,230,39,39
BFS,RECURSIVE_DIVISION,0,21,169,224,7,223,51,51
RIGHT HAND RULE,RECURSIVE_DIVISION,0,21,89,114,9,136,75,51
BFS,DFS,0,21,111,130,31,129,55,55
RIGHT HAND RULE,DFS,0,21,78,95,32,134,55,55
BFS,PRIM,0,21,157,201,41,200,39,39
RIGHT HAND RULE,PRIM,0,21,123,111,40,182,39,39
BFS,HUNT_AND_KILL,0,21,124,149,23,148,39,39
RIGHT HAND RULE,HUNT_AND_KILL,0,21,129,123,35,206,39,39
BFS,RECURSIVE_DIVISION,0,21,165,206,12,205,69,69
RIGHT HAND RULE,RECURSIVE_DIVISION,0,21,114,145,13,170,89,69
BFS,DFS,0,21,100,119,29,118,47,47
RIGHT HAND RULE,DFS,0,21,67,83,29,118,47,47
BFS,PRIM,0,21,138,185,25,184,43,43
RIGHT HAND RULE,PRIM,0,21,97,107,30,170,43,43
BFS,HUNT_AND_KILL,0,21,160,201,37,200,43,43
RIGHT HAND RULE,HUNT_AND_KILL,0,21,85,93,34,142,43,43
BFS,RECURSIVE_DIVISION,0,21,163,202,14,201,55,55
RIGHT HAND RULE,RECURSIVE_DIVISION,0,21,91,115,13,142,65,55
BFS,DFS,0,21,146,190,43,189,79,79
RIGHT HAND RULE,DFS,0,21,142,161,57,242,79,79
BFS,PRIM,0,21,150,201,36,200,39,39
RIGHT HAND RULE,PRIM,0,21,110,117,37,194,39,39
BFS,HUNT_AND_KILL,0,21,133,178,30,177,39,39
RIGHT HAND RULE,HUNT_AND_KILL,0,21,118,121,38,202,39,39
BFS,RECURSIVE_DIVISION,0,21,178,234,9,233,59,59
RIGHT HAND RULE,RECURSIVE_DIVISION,0,21,78,93,11,106,71,59
BFS,DFS,0,21,107,121,29,120,51,51
RIGHT HAND RULE,DFS,0,21,157,155,62,258,51,51
BFS,PRIM,0,21,101,114,16,113,39,39
RIGHT HAND RULE,PRIM,0,21,154,145,42,250,39,39
BFS,HUNT_AND_KILL,0,21,150,191,35,190,39,39
RIGHT HAND RULE,HUNT_AND_KILL,0,21,80,87,27,134,39,39
BFS,RECURSIVE_DIVISION,0,21,162,205,13,204,65,65
RIGHT HAND RULE,RECURSIVE_DIVISION,0,21,109,137,13,172,69,65
BFS,DFS,0,21,129,153,35,152,63,63
RIGHT HAND RULE,DFS,0,21,116,131,41,198,63,63
BFS,PRIM,0,21,149,200,34,199,43,43
RIGHT HAND RULE,PRIM,0,21,78,91,27,138,43,43
BFS,HUNT_AND_KILL,0,21,149,200,41,199,43,43
RIGHT HAND RULE,HUNT_AND_KILL,0,21,90,103,30,162,43,43
BFS,RECURSIVE_DIVISION,0,21,172,231,14,230,55,55
RIGHT HAND RULE,RECURSIVE_DIVISION,0,21,81,106,9,124,77,55
BFS,DFS,0,21,160,201,45,200,91,91
RIGHT HAND RULE,DFS,0,21,141,161,52,230,91,91
BFS,PRIM,0,21,158,184,27,183,51,51
RIGHT HAND RULE,PRIM,0,21,54,71,18,90,51,51
BFS,HUNT_AND_KILL,0,21,148,193,32,192,39,39
RIGHT HAND RULE,HUNT_AND_KILL,0,21,93,81,20,122,39,39
BFS,RECURSIVE_DIVISION,0,21,187,230,13,229,71,71
RIGHT HAND RULE,RECURSIVE_DIVISION,0,21,79,112,9,128,81,71
BFS,DFS,0,21,109,114,29,113,51,51
RIGHT HAND RULE,DFS,0,21,181,175,77,298,51,51
BFS,PRIM,0,21,144,185,29,184,39,39
RIGHT HAND RULE,PRIM,0,21,158,157,49,274,39,39
BFS,HUNT_AND_KILL,0,21,140,177,31,176,39,39
RIGHT HAND RULE,HUNT_AND_KILL,0,21,71,81,26,122,39,39
BFS,RECURSIVE_DIVISION,0,21,180,235,8,234,53,53
RIGHT HAND RULE,RECURSIVE_DIVISION,0,21,67,89,3,106,59,53
BFS,DFS,0,21,108,119,28,118,43,43
RIGHT HAND RULE,DFS,0,21,104,109,41,174,43,43
BFS,PRIM,0,21,150,186,27,185,39,39
RIGHT HAND RULE,PRIM,0,21,47,63,13,86,39,39
BFS,HUNT_AND_KILL,0,21,138,167,30,166,43,43
RIGHT HAND RULE,HUNT_AND_KILL,0,21,74,89,28,134,43,43
BFS,RECURSIVE_DIVISION,0,21,180,234,12,233,39,39
RIGHT HAND RULE,RECURSIVE_DIVISION,0,21,74,96,8,122,53,39
BFS,DFS,0,21,108,127,29,126,51,51
RIGHT HAND RULE,DFS,0,21,180,151,55,250,51,51
BFS,PRIM,0,21,150,194,35,193,47,47
RIGHT HAND RULE,PRIM,0,21,83,95,26,142,47,47
BFS,HUNT_AND_KILL,0,21,110,136,21,135,39,39
RIGHT HAND RULE,HUNT_AND_KILL,0,21,168,165,62,290,39,39
BFS,RECURSIVE_DIVISION,0,21,173,234,12,233,75,75
RIGHT HAND RULE,RECURSIVE_DIVISION,0,21,103,138,13,170,87,75
BFS,DFS,0,21,89,98,24,97,39,39
RIGHT HAND RULE,DFS,0,21,131,133,54,226,39,39
BFS,PRIM,0,21,157,184,28,183,39,39
RIGHT HAND RULE,PRIM,0,21,124,127,36,214,39,39
BFS,HUNT_AND_KILL,0,21,145,198,40,197,39,39
RIGHT HAND RULE,HUNT_AND_KILL,0,21,143,147,50,254,39,39
BFS,RECURSIVE_DIVISION,0,21,183,221,10,220,69,69
RIGHT HAND RULE,RECURSIVE_DIVISION,0,21,130,147,15,184,81,69
BFS,DFS,0,21,116,139,30,138,51,51
RIGHT HAND RULE,DFS,0,21,95,109,37,166,51,51
BFS,PRIM,0,21,160,201,33,200,43,43
RIGHT HAND RULE,PRIM,0,21,94,105,30,166,43,43
BFS,HUNT_AND_KILL,0,21,121,156,28,155,51,51
RIGHT HAND RULE,HUNT_AND_KILL,0,21,59,79,16,106,51,51
BFS,RECURSIVE_DIVISION,0,21,147,190,8,189,49,49
RIGHT HAND RULE,RECURSIVE_DIVISION,0,21,108,125,7,160,61,49
BFS,DFS,0,21,111,131,27,130,47,47
RIGHT HAND RULE,DFS,0,21,113,119,41,190,47,47
BFS,PRIM,0,21,164,200,32,199,39,39
RIGHT HAND RULE,PRIM,0,21,71,83,18,126,39,39
BFS,HUNT_AND_KILL,0,21,132,176,32,175,39,39
RIGHT HAND RULE,HUNT_AND_KILL,0,21,111,119,40,198,39,39
BFS,RECURSIVE_DIVISION,0,21,176,226,19,225,81,81
RIGHT HAND RULE,RECURSIVE_DIVISION,0,21,128,159,21,200,101,81
BFS,DFS,0,21,94,103,26,102,43,43
RIGHT HAND RULE,DFS,0,21,81,91,27,138,43,43
BFS,PRIM,0,21,153,189,30,188,39,39
RIGHT HAND RULE,PRIM,0,21,127,131,37,222,39,39
BFS,HUNT_AND_KILL,0,21,150,201,35,200,39,39
RIGHT HAND RULE,HUNT_AND_KILL,0,21,137,141,41,242,39,39
BFS,RECURSIVE_DIVISION,0,21,141,181,13,180,43,43
RIGHT HAND RULE,RECURSIVE_DIVISION,0,21,157,176,20,256,47,43
BFS,DFS,0,21,87,99,23,98,47,47
RIGHT HAND RULE,DFS,0,21,127,133,49,218,47,47
BFS,PRIM,0,21,120,156,25,155,39,39
RIGHT HAND RULE,PRIM,0,21,81,81,25,122,39,39
BFS,HUNT_AND_KILL,0,21,162,201,40,200,43,43
RIGHT HAND RULE,HUNT_AND_KILL,0,21,111,121,44,198,43,43
BFS,RECURSIVE_DIVISION,0,21,174,224,15,223,51,51
RIGHT HAND RULE,RECURSIVE_DIVISION,0,21,134,153,18,222,53,51
BFS,DFS,0,21,108,120,29,119,47,47
RIGHT HAND RULE,DFS,0,21,84,91,31,134,47,47
BFS,PRIM,0,21,157,193,23,192,43,43
RIGHT HAND RULE,PRIM,0,21,79,91,18,138,43,43
BFS,HUNT_AND_KILL,0,21,166,201,39,200,39,39
RIGHT HAND RULE,HUNT_AND_KILL,0,21,158,159,52,278,39,39
BFS,RECURSIVE_DIVISION,0,21,154,199,8,198,41,41
RIGHT HAND RULE,RECURSIVE_DIVISION,0,21,80,106,10,130,65,41
BFS,DFS,0,21,104,112,27,111,47,47
RIGHT HAND RULE,DFS,0,21,163,163,65,278,47,47
BFS,PRIM,0,21,162,201,34,200,39,39
RIGHT HAND RULE,PRIM,0,21,111,117,32,194,39,39
BFS,HUNT_AND_KILL,0,21,153,201,39,200,39,39
RIGHT HAND RULE,HUNT_AND_KILL,0,21,101,109,38,178,39,39
BFS,RECURSIVE_DIVISION,0,21,208,237,4,236,101,101
RIGHT HAND RULE,RECURSIVE_DIVISION,0,21,99,146,5,158,127,101
BFS,DFS,0,21,133,164,38,163,83,83
RIGHT HAND RULE,DFS,0,21,96,123,37,162,83,83
BFS,PRIM,0,21,155,201,35,200,47,47
RIGHT HAND RULE,PRIM,0,21,158,159,47,270,47,47
BFS,HUNT_AND_KILL,0,21,163,201,39,200,39,39
RIGHT HAND RULE,HUNT_AND_KILL,0,21,125,131,42,222,39,39
BFS,RECURSIVE_DIVISION,0,21,138,161,2,160,47,47
RIGHT HAND RULE,RECURSIVE_DIVISION,0,21,42,63,1,66,53,47
BFS,DFS,0,21,96,108,24,107,47,47
RIGHT HAND RULE,DFS,0,21,92,103,33,158,47,47
BFS,PRIM,0,21,145,188,32,187,39,39
RIGHT HAND RULE,PRIM,0,21,110,119,35,198,39,39
BFS,HUNT_AND_KILL,0,21,139,178,35,177,39,39
RIGHT HAND RULE,HUNT_AND_KILL,0,21,81,91,30,142,39,39
BFS,RECURSIVE_DIVISION,0,21,179,230,16,229,49,49
RIGHT HAND RULE,RECURSIVE_DIVISION,0,21,135,164,18,218,69,49
BFS,DFS,0,21,122,137,31,136,63,63
RIGHT HAND RULE,DFS,0,21,80,101,27,138,63,63
BFS,PRIM,0,21,164,200,34,199,51,51
RIGHT HAND RULE,PRIM,0,21,60,77,16,102,51,51
BFS,HUNT_AND_KILL,0,21,178,190,37,189,39,39
RIGHT HAND RULE,HUNT_AND_KILL,0,21,163,163,60,286,39,39
BFS,RECURSIVE_DIVISION,0,21,134,176,6,175,41,41
RIGHT HAND RULE,RECURSIVE_DIVISION,0,21,46,66,3,72,43,41
BFS,DFS,0,21,94,107,26,106,47,47
RIGHT HAND RULE,DFS,0,21,94,101,33,154,47,47
BFS,PRIM,0,21,108,139,21,138,39,39
RIGHT HAND RULE,PRIM,0,21,70,81,20,122,39,39
BFS,HUNT_AND_KILL,0,21,148,190,35,189,39,39
RIGHT HAND RULE,HUNT_AND_KILL,0,21,90,99,27,158,39,39
BFS,RECURSIVE_DIVISION,0,21,179,241,15,240,43,43
RIGHT HAND RULE,RECURSIVE_DIVISION,0,21,153,182,27,244,49,43
BFS,DFS,0,21,121,152,34,151,55,55
RIGHT HAND RULE,DFS,0,21,118,119,43,182,55,55
BFS,PRIM,0,21,164,201,35,200,39,39
RIGHT HAND RULE,PRIM,0,21,107,113,31,186,39,39
BFS,HUNT_AND_KILL,0,21,164,201,40,200,39,39
RIGHT HAND RULE,HUNT_AND_KILL,0,21,114,121,35,202,39,39
BFS,RECURSIVE_DIVISION,0,21,169,222,8,221,55,55
RIGHT HAND RULE,RECURSIVE_DIVISION,0,21,102,126,16,170,67,55
BFS,DFS,0,21,123,128,30,127,59,59
RIGHT HAND RULE,DFS,0,21,161,169,63,278,59,59
BFS,PRIM,0,21,151,201,34,200,43,43
RIGHT HAND RULE,PRIM,0,21,145,147,40,250,43,43
BFS,HUNT_AND_KILL,0,21,119,151,29,150,43,43
RIGHT HAND RULE,HUNT_AND_KILL,0,21,72,85,25,126,43,43
BFS,RECURSIVE_DIVISION,0,21,177,237,11,236,65,65
RIGHT HAND RULE,RECURSIVE_DIVISION,0,21,80,112,9,132,77,65
BFS,DFS,0,21,163,201,47,200,87,87
RIGHT HAND RULE,DFS,0,21,101,131,40,174,87,87
BFS,PRIM,0,21,143,176,29,175,39,39
RIGHT HAND RULE,PRIM,0,21,89,99,32,158,39,39
BFS,HUNT_AND_KILL,0,21,128,165,24,164,39,39
RIGHT HAND RULE,HUNT_AND_KILL,0,21,117,125,39,210,39,39
BFS,RECURSIVE_DIVISION,0,21,150,199,10,198,69,69
RIGHT HAND RULE,RECURSIVE_DIVISION,0,21,88,123,11,142,85,69
BFS,DFS,0,21,122,143,32,142,67,67
RIGHT HAND RULE,DFS,0,21,122,137,49,206,67,67
BFS,PRIM,0,21,167,201,35,200,39,39
RIGHT HAND RULE,PRIM,0,21,135,139,47,238,39,39
BFS,HUNT_AND_KILL,0,21,161,201,41,200,39,39
RIGHT HAND RULE,HUNT_AND_KILL,0,21,72,85,25,130,39,39
BFS,RECURSIVE_DIVISION,0,21,130,167,4,166,51,51
RIGHT HAND RULE,RECURSIVE_DIVISION,0,21,52,77,4,86,59,51
BFS,DFS,0,21,108,129,29,128,51,51
RIGHT HAND RULE,DFS,0,21,108,115,38,178,51,51
BFS,PRIM,0,21,130,168,27,167,43,43
RIGHT HAND RULE,PRIM,0,21,97,105,29,166,43,43
BFS,HUNT_AND_KILL,0,21,125,152,28,151,39,39
RIGHT HAND RULE,HUNT_AND_KILL,0,21,97,105,33,170,39,39
BFS,RECURSIVE_DIVISION,0,21,165,217,15,216,49,49
RIGHT HAND RULE,RECURSIVE_DIVISION,0,21,104,131,12,166,61,49
BFS,DFS,0,21,92,109,25,108,47,47
RIGHT HAND RULE,DFS,0,21,166,167,69,286,47,47
BFS,PRIM,0,21,152,187,23,186,47,47
RIGHT HAND RULE,PRIM,0,21,183,179,41,310,47,47
BFS,HUNT_AND_KILL,0,21,128,152,20,151,43,43
RIGHT HAND RULE,HUNT_AND_KILL,0,21,110,117,32,190,43,43
BFS,RECURSIVE_DIVISION,0,21,166,207,7,206,45,45
RIGHT HAND RULE,RECURSIVE_DIVISION,0,21,81,105,6,130,61,45
BFS,DFS,0,21,139,167,38,166,71,71
RIGHT HAND RULE,DFS,0,21,119,139,47,206,71,71
BFS,PRIM,0,21,128,133,14,132,39,39
RIGHT HAND RULE,PRIM,0,21,161,157,40,274,39,39
BFS,HUNT_AND_KILL,0,21,148,187,34,186,39,39
RIGHT HAND RULE,HUNT_AND_KILL,0,21,163,163,59,286,39,39
BFS,RECURSIVE_DIVISION,0,21,188,238,6,237,67,67
RIGHT HAND RULE,RECURSIVE_DIVISION,0,21,108,146,10,174,81,67
BFS,DFS,0,21,114,138,30,137,47,47
RIGHT HAND RULE,DFS,0,21,102,113,43,178,47,47
BFS,PRIM,0,21,142,175,22,174,47,47
RIGHT HAND RULE,PRIM,0,21,73,87,20,126,47,47
BFS,HUNT_AND_KILL,0,21,160,201,45,200,39,39
RIGHT HAND RULE,HUNT_AND_KILL,0,21,129,131,55,222,39,39
BFS,RECURSIVE_DIVISION,0,21,169,207,9,206,43,43
RIGHT HAND RULE,RECURSIVE_DIVISION,0,21,138,159,13,210,53,43
BFS,DFS,0,21,91,94,23,93,39,39
RIGHT HAND RULE,DFS,0,21,82,89,29,138,39,39
BFS,PRIM,0,21,160,195,33,194,39,39
RIGHT HAND RULE,PRIM,0,21,130,129,41,218,39,39
BFS,HUNT_AND_KILL,0,21,143,183,29,182,39,39
RIGHT HAND RULE,HUNT_AND_KILL,0,21,62,73,20,106,39,39
BFS,RECURSIVE_DIVISION,0,21,199,232,5,231,63,63
RIGHT HAND RULE,RECURSIVE_DIVISION,0,21,158,182,7,232,73,63
BFS,DFS,0,21,157,191,43,190,95,95
RIGHT HAND RULE,DFS,0,21,133,159,50,222,95,95
BFS,PRIM,0,21,165,201,34,200,43,43
RIGHT HAND RULE,PRIM,0,21,128,133,32,222,43,43
BFS,HUNT_AND_KILL,0,21,151,201,36,200,39,39
RIGHT HAND RULE,HUNT_AND_KILL,0,21,136,143,44,246,39,39
BFS,RECURSIVE_DIVISION,0,21,188,237,6,236,45,45
RIGHT HAND RULE,RECURSIVE_DIVISION,0,21,91,117,1,144,51,45
BFS,DFS,0,21,111,134,29,133,67,67
RIGHT HAND RULE,DFS,0,21,174,181,71,294,67,67
BFS,PRIM,0,21,119,155,20,154,39,39
RIGHT HAND RULE,PRIM,0,21,103,105,31,170,39,39
BFS,HUNT_AND_KILL,0,21,126,165,26,164,39,39
RIGHT HAND RULE,HUNT_AND_KILL,0,21,87,95,22,150,39,39
BFS,RECURSIVE_DIVISION,0,21,161,213,8,212,55,55
RIGHT HAND RULE,RECURSIVE_DIVISION,0,21,118,146,10,182,69,55
BFS,DFS,0,21,143,169,41,168,67,67
RIGHT HAND RULE,DFS,0,21,115,129,47,190,67,67
BFS,PRIM,0,21,130,158,22,157,39,39
RIGHT HAND RULE,PRIM,0,21,85,79,22,118,39,39
BFS,HUNT_AND_KILL,0,21,156,185,30,184,39,39
RIGHT HAND RULE,HUNT_AND_KILL,0,21,96,103,32,166,39,39
BFS,RECURSIVE_DIVISION,0,21,188,233,9,232,81,81
RIGHT HAND RULE,RECURSIVE_DIVISION,0,21,84,119,5,130,99,81
BFS,DFS,0,21,123,151,35,150,67,67
RIGHT HAND RULE,DFS,0,21,82,103,33,138,67,67
BFS,PRIM,0,21,98,109,14,108,39,39
RIGHT HAND RULE,PRIM,0,21,88,95,20,150,39,39
BFS,HUNT_AND_KILL,0,21,124,149,26,148,43,43
RIGHT HAND RULE,HUNT_AND_KILL,0,21,64,77,29,110,43,43
BFS,RECURSIVE_DIVISION,0,21,174,235,13,234,85,85
RIGHT HAND RULE,RECURSIVE_DIVISION,0,21,104,139,8,160,95,85
BFS,DFS,0,21,160,198,46,197,83,83
RIGHT HAND RULE,DFS,0,21,107,131,42,178,83,83
BFS,PRIM,0,21,159,195,31,194,47,47
RIGHT HAND RULE,PRIM,0,21,156,157,48,266,47,47
BFS,HUNT_AND_KILL,0,21,110,129,19,128,43,43
RIGHT HAND RULE,HUNT_AND_KILL,0,21,172,167,52,290,43,43
BFS,RECURSIVE_DIVISION,0,21,169,206,8,205,53,53
RIGHT HAND RULE,RECURSIVE_DIVISION,0,21,81,107,13,132,71,53
BFS,DFS,0,21,111,125,28,124,51,51
RIGHT HAND RULE,DFS,0,21,165,165,65,278,51,51
BFS,PRIM,0,21,151,201,35,200,43,43
RIGHT HAND RULE,PRIM,0,21,122,129,40,214,43,43
BFS,HUNT_AND_KILL,0,21,130,173,34,172,43,43
RIGHT HAND RULE,HUNT_AND_KILL,0,21,79,93,29,142,43,43
BFS,RECURSIVE_DIVISION,0,21,185,238,9,237,89,89
RIGHT HAND RULE,RECURSIVE_DIVISION,0,21,131,175,9,200,125,89
BFS,DFS,0,21,162,198,45,197,87,87
RIGHT HAND RULE,DFS,0,21,95,125,37,162,87,87
BFS,PRIM,0,21,151,188,30,187,51,51
RIGHT HAND RULE,PRIM,0,21,77,83,25,114,51,51
BFS,HUNT_AND_KILL,0,21,163,196,37,195,39,39
RIGHT HAND RULE,HUNT_AND_KILL,0,21,131,135,47,230,39,39
BFS,RECURSIVE_DIVISION,0,21,164,222,9,221,71,71
RIGHT HAND RULE,RECURSIVE_DIVISION,0,21,81,115,12,136,79,71
BFS,DFS,0,21,83,90,20,89,39,39
RIGHT HAND RULE,DFS,0,21,119,117,40,194,39,39
BFS,PRIM,0,21,135,181,29,180,39,39
RIGHT HAND RULE,PRIM,0,21,83,93,26,146,39,39
BFS,HUNT_AND_KILL,0,21,125,167,26,166,39,39
RIGHT HAND RULE,HUNT_AND_KILL,0,21,65,77,22,114,39,39
BFS,RECURSIVE_DIVISION,0,21,153,199,14,198,65,65
RIGHT HAND RULE,RECURSIVE_DIVISION,0,21,139,171,17,216,77,65
BFS,DFS,0,21,157,199,44,198,87,87
RIGHT HAND RULE,DFS,0,21,145,161,53,234,87,87
