Solution Algo,Maze Algo,Multiple,Size,Time,Nv,Nde,Steps,Path Length,Maze Shortest Path
BFS,PRIM,0,21,116,144,23,143,39,39
RIGHT HAND RULE,PRIM,0,21,89,97,30,154,39,39
BFS,HUNT_AND_KILL,0,21,155,201,46,200,39,39
RIGHT HAND RULE,HUNT_AND_KILL,0,21,104,111,44,182,39,39
BFS,RECURSIVE_DIVISION,0,21,147,189,11,188,43,43
RIGHT HAND RULE,RECURSIVE_DIVISION,0,21,61,83,9,102,49,43
BFS,DFS,0,21,103,124,30,123,51,51
RIGHT HAND RULE,DFS,0,21,155,157,65,262,51,51
BFS,PRIM,0,21,109,131,12,130,47,47
RIGHT HAND RULE,PRIM,0,21,208,199,56,350,47,47
BFS,HUNT_AND_KILL,0,21,136,169,32,168,39,39
RIGHT HAND RULE,HUNT_AND_KILL,0,21,127,131,45,222,39,39
BFS,RECURSIVE_DIVISION,0,21,177,231,14,230,61,61
RIGHT HAND RULE,RECURSIVE_DIVISION,0,21,128,152,20,204,69,61
BFS,DFS,0,21,162,201,45,200,103,103
RIGHT HAND RULE,DFS,0,21,116,147,44,190,103,103
BFS,PRIM,0,21,135,162,26,161,39,39
RIGHT HAND RULE,PRIM,0,21,131,127,33,214,39,39
BFS,HUNT_AND_KILL,0,21,152,187,32,186,39,39
RIGHT HAND RULE,HUNT_AND_KILL,0,21,64,75,21,110,39,39
BFS,RECURSIVE_DIVISION,0,21,151,196,11,195,53,53
RIGHT HAND RULE,RECURSIVE_DIVISION,0,21,108,132,17,174,69,53
BFS,DFS,0,21,137,175,40,174,75,75
RIGHT HAND RULE,DFS,0,21,89,111,34,146,75,75
BFS,PRIM,0,21,117,134,24,133,39,39
RIGHT HAND RULE,PRIM,0,21,178,169,71,298,39,39
BFS,HUNT_AND_KILL,0,21,107,126,19,125,39,39
RIGHT HAND RULE,HUNT_AND_KILL,0,21,56,67,19,94,39,39
BFS,RECURSIVE_DIVISION,0,21,189,230,13,229,89,89
RIGHT HAND RULE,RECURSIVE_DIVISION,0,21,106,146,8,166,109,89
BFS,DFS,0,21,101,111,26,110,43,43
RIGHT HAND RULE,DFS,0,21,160,157,58,270,43,43
BFS,PRIM,0,21,132,170,28,169,47,47
RIGHT HAND RULE,PRIM,0,21,176,177,52,306,47,47
BFS,HUNT_AND_KILL,0,21,154,201,41,200,43,43
RIGHT HAND RULE,HUNT_AND_KILL,0,21,145,129,48,214,43,43
BFS,RECURSIVE_DIVISION,0,21,123,148,5,147,41,41
RIGHT HAND RULE,RECURSIVE_DIVISION,0,21,52,75,4,84,57,41
BFS,DFS,0,21,150,200,44,199,87,87
RIGHT HAND RULE,DFS,0,21,119,143,41,198,87,87
BFS,PRIM,0,21,155,198,32,197,39,39
RIGHT HAND RULE,PRIM,0,21,100,105,28,170,39,39
BFS,HUNT_AND_KILL,0,21,116,122,25,121,43,43
RIGHT HAND RULE,HUNT_AND_KILL,0,21,81,87,30,130,43,43
BFS,RECURSIVE_DIVISION,0,21,144,193,15,192,41,41
RIGHT HAND RULE,RECURSIVE_DIVISION,0,21,144,165,22,230,45,41
BFS,DFS,0,21,154,196,46,195,95,95
RIGHT HAND RULE,DFS,0,21,120,147,47,198,95,95
BFS,PRIM,0,21,121,156,23,155,39,39
RIGHT HAND RULE,PRIM,0,21,85,95,25,150,39,39
BFS,HUNT_AND_KILL,0,21,114,146,30,145,39,39
RIGHT HAND RULE,HUNT_AND_KILL,0,21,160,161,61,282,39,39
BFS,RECURSIVE_DIVISION,0,21,114,144,9,143,39,39
RIGHT HAND RULE,RECURSIVE_DIVISION,0,21,135,154,18,232,51,39
BFS,DFS,0,21,108,132,31,131,55,55
RIGHT HAND RULE,DFS,0,21,111,119,45,182,55,55
BFS,PRIM,0,21,136,175,25,174,51,51
RIGHT HAND RULE,PRIM,0,21,187,183,58,314,51,51
BFS,HUNT_AND_KILL,0,21,132,172,34,171,39,39
RIGHT HAND RULE,HUNT_AND_KILL,0,21,56,71,21,102,39,39
BFS,RECURSIVE_DIVISION,0,21,179,237,10,236,45,45
RIGHT HAND RULE,RECURSIVE_DIVISION,0,21,50,71,10,86,55,45
BFS,DFS,0,21,152,201,48,200,95,95
RIGHT HAND RULE,DFS,0,21,111,143,45,190,95,95
BFS,PRIM,0,21,152,187,30,186,43,43
RIGHT HAND RULE,PRIM,0,21,38,55,9,66,43,43
BFS,HUNT_AND_KILL,0,21,118,144,23,143,39,39
RIGHT HAND RULE,HUNT_AND_KILL,0,21,64,75,22,110,39,39
BFS,RECURSIVE_DIVISION,0,21,155,199,11,198,47,47
RIGHT HAND RULE,RECURSIVE_DIVISION,0,21,146,163,18,226,59,47
BFS,DFS,0,21,113,127,28,126,55,55
RIGHT HAND RULE,DFS,0,21,163,167,65,278,55,55
BFS,PRIM,0,21,168,199,32,198,39,39
RIGHT HAND RULE,PRIM,0,21,109,111,37,182,39,39
BFS,HUNT_AND_KILL,0,21,134,174,30,173,43,43
RIGHT HAND RULE,HUNT_AND_KILL,0,21,68,83,26,122,43,43
BFS,RECURSIVE_DIVISION,0,21,136,182,9,181,39,39
RIGHT HAND RULE,RECURSIVE_DIVISION,0,21,158,169,21,242,43,39
BFS,DFS,0,21,167,201,51,200,91,91
RIGHT HAND RULE,DFS,0,21,108,137,45,182,91,91
BFS,PRIM,0,21,159,197,34,196,55,55
RIGHT HAND RULE,PRIM,0,21,88,97,30,138,55,55
BFS,HUNT_AND_KILL,0,21,147,185,35,184,39,39
RIGHT HAND RULE,HUNT_AND_KILL,0,21,67,79,29,118,39,39
BFS,RECURSIVE_DIVISION,0,21,151,200,8,199,43,43
RIGHT HAND RULE,RECURSIVE_DIVISION,0,21,77,103,6,122,51,43
BFS,DFS,0,21,112,131,30,130,59,59
RIGHT HAND RULE,DFS,0,21,155,159,58,258,59,59
BFS,PRIM,0,21,161,201,34,200,39,39
RIGHT HAND RULE,PRIM,0,21,120,125,37,210,39,39
BFS,HUNT_AND_KILL,0,21,104,128,21,127,39,39
RIGHT HAND RULE,HUNT_AND_KILL,0,21,167,159,54,278,39,39
BFS,RECURSIVE_DIVISION,0,21,150,197,7,196,65,65
RIGHT HAND RULE,RECURSIVE_DIVISION,0,21,150,175,10,230,75,65
BFS,DFS,0,21,89,92,23,91,47,47
RIGHT HAND RULE,DFS,0,21,192,189,75,330,47,47
BFS,PRIM,0,21,130,148,22,147,39,39
RIGHT HAND RULE,PRIM,0,21,90,95,23,150,39,39
BFS,HUNT_AND_KILL,0,21,167,201,43,200,39,39
RIGHT HAND RULE,HUNT_AND_KILL,0,21,102,111,38,182,39,39
BFS,RECURSIVE_DIVISION,0,21,176,223,12,222,55,55
RIGHT HAND RULE,RECURSIVE_DIVISION,0,21,128,149,13,198,71,55
BFS,DFS,0,21,151,191,40,190,91,91
RIGHT HAND RULE,DFS,0,21,104,133,38,174,91,91
BFS,PRIM,0,21,156,201,37,200,43,43
RIGHT HAND RULE,PRIM,0,21,85,95,30,146,43,43
BFS,HUNT_AND_KILL,0,21,161,201,38,200,47,47
RIGHT HAND RULE,HUNT_AND_KILL,0,21,112,123,40,198,47,47
BFS,RECURSIVE_DIVISION,0,21,163,203,12,202,47,47
RIGHT HAND RULE,RECURSIVE_DIVISION,0,21,163,181,23,240,57,47
BFS,DFS,0,21,105,127,32,126,51,51
RIGHT HAND RULE,DFS,0,21,109,121,44,190,51,51
BFS,PRIM,0,21,153,201,30,200,43,43
RIGHT HAND RULE,PRIM,0,21,98,103,23,162,43,43
BFS,HUNT_AND_KILL,0,21,128,155,28,154,39,39
RIGHT HAND RULE,HUNT_AND_KILL,0,21,164,163,62,286,39,39
BFS,RECURSIVE_DIVISION,0,21,179,235,13,234,51,51
RIGHT HAND RULE,RECURSIVE_DIVISION,0,21,154,160,15,208,59,51
BFS,DFS,0,21,129,154,35,153,67,67
RIGHT HAND RULE,DFS,0,21,155,167,59,266,67,67
BFS,PRIM,0,21,153,200,32,199,39,39
RIGHT HAND RULE,PRIM,0,21,105,111,30,182,39,39
BFS,HUNT_AND_KILL,0,21,156,199,40,198,39,39
RIGHT HAND RULE,HUNT_AND_KILL,0,21,167,165,58,290,39,39
BFS,RECURSIVE_DIVISION,0,21,185,233,10,232,75,75
RIGHT HAND RULE,RECURSIVE_DIVISION,0,21,138,181,14,224,91,75
BFS,DFS,0,21,152,199,45,198,83,83
RIGHT HAND RULE,DFS,0,21,109,135,45,186,83,83
BFS,PRIM,0,21,150,195,34,194,39,39
RIGHT HAND RULE,PRIM,0,21,82,91,26,142,39,39
BFS,HUNT_AND_KILL,0,21,160,201,40,200,39,39
RIGHT HAND RULE,HUNT_AND_KILL,0,21,106,115,41,190,39,39
BFS,RECURSIVE_DIVISION,0,21,163,210,9,209,51,51
RIGHT HAND RULE,RECURSIVE_DIVISION,0,21,107,135,7,166,65,51
BFS,DFS,0,21,109,131,29,130,47,47
RIGHT HAND RULE,DFS,0,21,154,153,63,258,47,47
BFS,PRIM,0,21,163,200,29,199,43,43
RIGHT HAND RULE,PRIM,0,21,104,109,24,174,43,43
BFS,HUNT_AND_KILL,0,21,120,146,27,145,39,39
RIGHT HAND RULE,HUNT_AND_KILL,0,21,159,157,59,274,39,39
BFS,RECURSIVE_DIVISION,0,21,189,241,5,240,57,57
RIGHT HAND RULE,RECURSIVE_DIVISION,0,21,112,142,7,180,73,57
BFS,DFS,0,21,90,93,24,92,39,39
RIGHT HAND RULE,DFS,0,21,136,137,59,234,39,39
BFS,PRIM,0,21,145,154,25,153,39,39
RIGHT HAND RULE,PRIM,0,21,109,117,30,194,39,39
BFS,HUNT_AND_KILL,0,21,110,135,18,134,39,39
RIGHT HAND RULE,HUNT_AND_KILL,0,21,118,123,35,206,39,39
BFS,RECURSIVE_DIVISION,0,21,147,197,10,196,45,45
RIGHT HAND RULE,RECURSIVE_DIVISION,0,21,153,174,19,236,55,45
BFS,DFS,0,21,118,148,40,147,55,55
RIGHT HAND RULE,DFS,0,21,129,139,51,222,55,55
BFS,PRIM,0,21,133,177,27,176,43,43
RIGHT HAND RULE,PRIM,0,21,142,145,42,246,43,43
BFS,HUNT_AND_KILL,0,21,152,197,40,196,39,39
RIGHT HAND RULE,HUNT_AND_KILL,0,21,119,123,43,206,39,39
BFS,RECURSIVE_DIVISION,0,21,176,232,14,231,41,41
RIGHT HAND RULE,RECURSIVE_DIVISION,0,21,90,108,14,142,47,41
BFS,DFS,0,21,104,118,28,117,59,59
RIGHT HAND RULE,DFS,0,21,60,81,21,102,59,59
BFS,PRIM,0,21,153,201,31,200,43,43
RIGHT HAND RULE,PRIM,0,21,137,137,39,230,43,43
BFS,HUNT_AND_KILL,0,21,151,195,35,194,43,43
RIGHT HAND RULE,HUNT_AND_KILL,0,21,119,125,40,206,43,43
BFS,RECURSIVE_DIVISION,0,21,172,225,12,224,93,93
RIGHT HAND RULE,RECURSIVE_DIVISION,0,21,108,145,13,168,103,93
BFS,DFS,0,21,164,201,46,200,91,91
RIGHT HAND RULE,DFS,0,21,112,137,42,182,91,91
BFS,PRIM,0,21,157,196,33,195,39,39
RIGHT HAND RULE,PRIM,0,21,116,115,35,190,39,39
BFS,HUNT_AND_KILL,0,21,141,177,31,176,43,43
RIGHT HAND RULE,HUNT_AND_KILL,0,21,159,163,59,282,43,43
BFS,RECURSIVE_DIVISION,0,21,183,246,7,245,59,59
RIGHT HAND RULE,RECURSIVE_DIVISION,0,21,111,139,10,172,71,59
BFS,DFS,0,21,102,115,27,114,59,59
RIGHT HAND RULE,DFS,0,21,183,181,70,302,59,59
BFS,PRIM,0,21,162,191,31,190,43,43
RIGHT HAND RULE,PRIM,0,21,89,81,23,118,43,43
BFS,HUNT_AND_KILL,0,21,118,135,21,134,39,39
RIGHT HAND RULE,HUNT_AND_KILL,0,21,172,171,53,302,39,39
BFS,RECURSIVE_DIVISION,0,21,169,206,10,205,61,61
RIGHT HAND RULE,RECURSIVE_DIVISION,0,21,112,140,9,174,71,61
BFS,DFS,0,21,130,160,35,159,63,63
RIGHT HAND RULE,DFS,0,21,124,139,47,214,63,63
BFS,PRIM,0,21,156,201,37,200,39,39
RIGHT HAND RULE,PRIM,0,21,109,115,36,190,39,39
BFS,HUNT_AND_KILL,0,21,132,161,30,160,39,39
RIGHT HAND RULE,HUNT_AND_KILL,0,21,170,163,64,286,39,39
BFS,RECURSIVE_DIVISION,0,21,177,220,14,219,49,49
RIGHT HAND RULE,RECURSIVE_DIVISION,0,21,106,127,15,166,63,49
BFS,DFS,0,21,126,151,32,150,67,67
RIGHT HAND RULE,DFS,0,21,167,177,69,286,67,67
BFS,PRIM,0,21,145,192,35,191,47,47
RIGHT HAND RULE,PRIM,0,21,87,97,25,146,47,47
BFS,HUNT_AND_KILL,0,21,164,195,32,194,39,39
RIGHT HAND RULE,HUNT_AND_KILL,0,21,95,101,35,162,39,39
BFS,RECURSIVE_DIVISION,0,21,187,221,18,220,79,79
RIGHT HAND RULE,RECURSIVE_DIVISION,0,21,114,147,19,188,89,79
BFS,DFS,0,21,147,194,43,193,75,75
RIGHT HAND RULE,DFS,0,21,119,131,43,186,75,75
BFS,PRIM,0,21,165,201,31,200,43,43
RIGHT HAND RULE,PRIM,0,21,175,171,50,298,43,43
BFS,HUNT_AND_KILL,0,21,134,179,36,178,43,43
RIGHT HAND RULE,HUNT_AND_KILL,0,21,96,107,38,170,43,43
BFS,RECURSIVE_DIVISION,0,21,165,206,7,205,43,43
RIGHT HAND RULE,RECURSIVE_DIVISION,0,21,52,76,8,84,57,43
BFS,DFS,0,21,108,117,28,116,51,51
RIGHT HAND RULE,DFS,0,21,177,177,73,302,51,51
BFS,PRIM,0,21,128,158,26,157,39,39
RIGHT HAND RULE,PRIM,0,21,128,119,36,198,39,39
BFS,HUNT_AND_KILL,0,21,150,201,40,200,39,39
RIGHT HAND RULE,HUNT_AND_KILL,0,21,121,127,39,214,39,39
BFS,RECURSIVE_DIVISION,0,21,151,197,14,196,83,83
RIGHT HAND RULE,RECURSIVE_DIVISION,0,21,128,163,24,196,107,83
BFS,DFS,0,21,92,101,23,100,43,43
RIGHT HAND RULE,DFS,0,21,113,107,35,170,43,43
BFS,PRIM,0,21,123,150,18,149,39,39
RIGHT HAND RULE,PRIM,0,21,107,109,26,178,39,39
BFS,HUNT_AND_KILL,0,21,138,177,35,176,39,39
RIGHT HAND RULE,HUNT_AND_KILL,0,21,123,125,46,210,39,39
BFS,RECURSIVE_DIVISION,0,21,189,232,6,231,77,77
RIGHT HAND RULE,RECURSIVE_DIVISION,0,21,93,131,7,148,87,77
BFS,DFS,0,21,87,90,23,89,39,39
RIGHT HAND RULE,DFS,0,21,108,113,39,186,39,39
BFS,PRIM,0,21,149,167,26,166,43,43
RIGHT HAND RULE,PRIM,0,21,114,121,33,198,43,43
BFS,HUNT_AND_KILL,0,21,132,175,33,174,39,39
RIGHT HAND RULE,HUNT_AND_KILL,0,21,144,147,45,254,39,39
BFS,RECURSIVE_DIVISION,0,21,171,212,12,211,47,47
RIGHT HAND RULE,RECURSIVE_DIVISION,0,21,109,127,18,178,53,47
BFS,DFS,0,21,157,201,48,200,87,87
RIGHT HAND RULE,DFS,0,21,151,165,63,242,87,87
BFS,PRIM,0,21,147,183,28,182,39,39
RIGHT HAND RULE,PRIM,0,21,97,105,28,170,39,39
BFS,HUNT_AND_KILL,0,21,157,201,37,200,39,39
RIGHT HAND RULE,HUNT_AND_KILL,0,21,51,67,14,94,39,39
BFS,RECURSIVE_DIVISION,0,21,190,234,11,233,55,55
RIGHT HAND RULE,RECURSIVE_DIVISION,0,21,135,165,16,222,61,55
BFS,DFS,0,21,150,182,40,181,79,79
RIGHT HAND RULE,DFS,0,21,105,131,39,182,79,79
BFS,PRIM,0,21,170,201,36,200,43,43
RIGHT HAND RULE,PRIM,0,21,137,137,44,230,43,43
BFS,HUNT_AND_KILL,0,21,128,173,32,172,39,39
RIGHT HAND RULE,HUNT_AND_KILL,0,21,64,77,27,114,39,39
BFS,RECURSIVE_DIVISION,0,21,184,243,10,242,77,77
RIGHT HAND RULE,RECURSIVE_DIVISION,0,21,102,142,7,160,93,77
BFS,DFS,0,21,104,125,28,124,43,43
RIGHT HAND RULE,DFS,0,21,134,133,55,222,43,43
BFS,PRIM,0,21,157,201,30,200,39,39
RIGHT HAND RULE,PRIM,0,21,172,165,49,290,39,39
BFS,HUNT_AND_KILL,0,21,162,201,37,200,47,47
RIGHT HAND RULE,HUNT_AND_KILL,0,21,125,131,42,214,47,47
BFS,RECURSIVE_DIVISION,0,21,178,220,12,219,69,69
RIGHT HAND RULE,RECURSIVE_DIVISION,0,21,101,138,8,160,89,69
BFS,DFS,0,21,122,147,35,146,47,47
RIGHT HAND RULE,DFS,0,21,112,115,47,182,47,47
BFS,PRIM,0,21,101,117,14,116,39,39
RIGHT HAND RULE,PRIM,0,21,172,163,44,286,39,39
BFS,HUNT_AND_KILL,0,21,128,164,29,163,39,39
RIGHT HAND RULE,HUNT_AND_KILL,0,21,139,141,45,242,39,39
BFS,RECURSIVE_DIVISION,0,21,135,174,13,173,49,49
RIGHT HAND RULE,RECURSIVE_DIVISION,0,21,151,167,31,236,57,49
BFS,DFS,0,21,83,93,24,92,39,39
RIGHT HAND RULE,DFS,0,21,96,103,33,166,39,39
BFS,PRIM,0,21,149,197,31,196,43,43
RIGHT HAND RULE,PRIM,0,21,155,151,39,258,43,43
BFS,HUNT_AND_KILL,0,21,160,201,41,200,43,43
RIGHT HAND RULE,HUNT_AND_KILL,0,21,106,115,39,186,43,43
BFS,RECURSIVE_DIVISION,0,21,170,214,18,213,61,61
RIGHT HAND RULE,RECURSIVE_DIVISION,0,21,94,117,16,154,75,61
BFS,DFS,0,21,93,101,24,100,51,51
RIGHT HAND RULE,DFS,0,21,194,193,83,334,51,51
BFS,PRIM,0,21,160,197,30,196,39,39
RIGHT HAND RULE,PRIM,0,21,87,93,22,146,39,39
BFS,HUNT_AND_KILL,0,21,127,160,31,159,39,39
RIGHT HAND RULE,HUNT_AND_KILL,0,21,99,105,40,170,39,39
BFS,RECURSIVE_DIVISION,0,21,187,235,7,234,99,99
RIGHT HAND RULE,RECURSIVE_DIVISION,0,21,116,162,6,188,105,99
BFS,DFS,0,21,102,115,28,114,51,51
RIGHT HAND RULE,DFS,0,21,168,169,67,286,51,51
BFS,PRIM,0,21,104,119,22,118,43,43
RIGHT HAND RULE,PRIM,0,21,48,63,20,82,43,43
BFS,HUNT_AND_KILL,0,21,172,195,39,194,47,47
RIGHT HAND RULE,HUNT_AND_KILL,0,21,92,101,35,154,47,47
BFS,RECURSIVE_DIVISION,0,21,201,233,9,232,51,51
RIGHT HAND RULE,RECURSIVE_DIVISION,0,21,154,176,17,236,75,51
BFS,DFS,0,21,98,106,27,105,39,39
RIGHT HAND RULE,DFS,0,21,93,95,37,150,39,39
BFS,PRIM,0,21,153,184,29,183,47,47
RIGHT HAND RULE,PRIM,0,21,180,175,57,302,47,47
BFS,HUNT_AND_KILL,0,21,156,198,32,197,51,51
RIGHT HAND RULE,HUNT_AND_KILL,0,21,186,189,62,326,51,51
BFS,RECURSIVE_DIVISION,0,21,161,203,13,202,45,45
RIGHT HAND RULE,RECURSIVE_DIVISION,0,21,167,188,21,268,49,45
BFS,DFS,0,21,105,123,30,122,51,51
RIGHT HAND RULE,DFS,0,21,95,87,28,122,51,51
BFS,PRIM,0,21,142,173,24,172,39,39
RIGHT HAND RULE,PRIM,0,21,176,171,51,302,39,39
BFS,HUNT_AND_KILL,0,21,161,201,35,200,39,39
RIGHT HAND RULE,HUNT_AND_KILL,0,21,156,159,50,278,39,39
BFS,RECURSIVE_DIVISION,0,21,192,239,6,238,81,81
RIGHT HAND RULE,RECURSIVE_DIVISION,0,21,99,137,5,154,95,81
BFS,DFS,0,21,143,172,39,171,75,75
RIGHT HAND RULE,DFS,0,21,127,143,51,210,75,75
BFS,PRIM,0,21,142,190,34,189,43,43
RIGHT HAND RULE,PRIM,0,21,131,137,48,230,43,43
BFS,HUNT_AND_KILL,0,21,135,180,31,179,39,39
RIGHT HAND RULE,HUNT_AND_KILL,0,21,78,89,31,138,39,39
BFS,RECURSIVE_DIVISION,0,21,186,239,13,238,57,57
RIGHT HAND RULE,RECURSIVE_DIVISION,0,21,81,109,13,132,77,57
BFS,DFS,0,21,149,191,41,190,71,71
RIGHT HAND RULE,DFS,0,21,119,137,44,202,71,71
BFS,PRIM,0,21,145,187,31,186,43,43
RIGHT HAND RULE,PRIM,0,21,78,91,30,138,43,43
BFS,HUNT_AND_KILL,0,21,157,201,39,200,47,47
RIGHT HAND RULE,HUNT_AND_KILL,0,21,137,147,44,246,47,47
BFS,RECURSIVE_DIVISION,0,21,132,153,2,152,43,43
RIGHT HAND RULE,RECURSIVE_DIVISION,0,21,115,141,5,182,43,43
BFS,DFS,0,21,162,201,47,200,79,79
RIGHT HAND RULE,DFS,0,21,117,125,39,170,79,79
BFS,PRIM,0,21,134,161,23,160,43,43
RIGHT HAND RULE,PRIM,0,21,68,83,25,122,43,43
BFS,HUNT_AND_KILL,0,21,135,169,27,168,39,39
RIGHT HAND RULE,HUNT_AND_KILL,0,21,151,151,50,262,39,39
BFS,RECURSIVE_DIVISION,0,21,191,244,10,243,85,85
RIGHT HAND RULE,RECURSIVE_DIVISION,0,21,125,165,10,186,115,85
BFS,DFS,0,21,132,168,37,167,67,67
RIGHT HAND RULE,DFS,0,21,131,145,51,222,67,67
BFS,PRIM,0,21,151,189,34,188,43,43
RIGHT HAND RULE,PRIM,0,21,178,173,55,302,43,43
BFS,HUNT_AND_KILL,0,21,120,149,23,148,39,39
RIGHT HAND RULE,HUNT_AND_KILL,0,21,30,47,8,54,39,39
BFS,RECURSIVE_DIVISION,0,21,180,230,11,229,59,59
RIGHT HAND RULE,RECURSIVE_DIVISION,0,21,151,186,13,248,75,59
BFS,DFS,0,21,165,201,44,200,91,91
RIGHT HAND RULE,DFS,0,21,115,135,43,178,91,91
BFS,PRIM,0,21,143,173,29,172,43,43
RIGHT HAND RULE,PRIM,0,21,175,167,54,290,43,43
BFS,HUNT_AND_KILL,0,21,163,198,34,197,39,39
RIGHT HAND RULE,HUNT_AND_KILL,0,21,107,115,35,190,39,39
BFS,RECURSIVE_DIVISION,0,21,181,222,17,221,61,61
RIGHT HAND RULE,RECURSIVE_DIVISION,0,21,167,189,28,274,65,61
BFS,DFS,0,21,98,99,24,98,39,39
RIGHT HAND RULE,DFS,0,21,97,101,35,162,39,39
BFS,PRIM,0,21,153,185,33,184,47,47
RIGHT HAND RULE,PRIM,0,21,155,159,48,270,47,47
BFS,HUNT_AND_KILL,0,21,147,197,35,196,39,39
RIGHT HAND RULE,HUNT_AND_KILL,0,21,163,161,56,282,39,39
BFS,RECURSIVE_DIVISION,0,21,181,234,9,233,49,49
RIGHT HAND RULE,RECURSIVE_DIVISION,0,21,59,85,6,94,59,49
BFS,DFS,0,21,156,189,42,188,95,95
RIGHT HAND RULE,DFS,0,21,122,153,47,210,95,95
BFS,PRIM,0,21,157,200,35,199,47,47
RIGHT HAND RULE,PRIM,0,21,123,133,34,218,47,47
BFS,HUNT_AND_KILL,0,21,151,201,39,200,39,39
RIGHT HAND RULE,HUNT_AND_KILL,0,21,144,149,48,258,39,39
BFS,RECURSIVE_DIVISION,0,21,141,193,7,192,45,45
RIGHT HAND RULE,RECURSIVE_DIVISION,0,21,81,109,9,130,61,45
BFS,DFS,0,21,102,123,27,122,55,55
RIGHT HAND RULE,DFS,0,21,165,165,69,274,55,55
BFS,PRIM,0,21,126,157,21,156,39,39
RIGHT HAND RULE,PRIM,0,21,70,75,20,110,39,39
BFS,HUNT_AND_KILL,0,21,126,166,31,165,39,39
RIGHT HAND RULE,HUNT_AND_KILL,0,21,153,155,52,270,39,39
BFS,RECURSIVE_DIVISION,0,21,137,171,11,170,41,41
RIGHT HAND RULE,RECURSIVE_DIVISION,0,21,89,112,14,144,55,41
BFS,DFS,0,21,141,175,39,174,75,75
RIGHT HAND RULE,DFS,0,21,155,167,60,258,75,75
BFS,PRIM,0,21,170,200,32,199,39,39
RIGHT HAND RULE,PRIM,0,21,153,143,42,246,39,39
BFS,HUNT_AND_KILL,0,21,91,105,18,104,39,39
RIGHT HAND RULE,HUNT_AND_KILL,0,21,42,57,14,74,39,39
BFS,RECURSIVE_DIVISION,0,21,176,228,15,227,65,65
RIGHT HAND RULE,RECURSIVE_DIVISION,0,21,67,96,5,108,73,65
BFS,DFS,0,41,598,795,179,794,279,279
RIGHT HAND RULE,DFS,0,41,584,593,213,906,279,279
BFS,PRIM,0,41,481,606,92,605,87,87
RIGHT HAND RULE,PRIM,0,41,271,259,61,430,87,87
BFS,HUNT_AND_KILL,0,41,465,661,121,660,79,79
RIGHT HAND RULE,HUNT_AND_KILL,0,41,785,677,255,1274,79,79
BFS,RECURSIVE_DIVISION,0,41,685,898,34,897,107,107
RIGHT HAND RULE,RECURSIVE_DIVISION,0,41,284,308,18,412,129,107
BFS,DFS,0,41,251,294,75,293,123,123
RIGHT HAND RULE,DFS,0,41,606,535,225,946,123,123
BFS,PRIM,0,41,540,779,130,778,87,87
RIGHT HAND RULE,PRIM,0,41,624,547,183,1006,87,87
BFS,HUNT_AND_KILL,0,41,585,783,144,782,83,83
RIGHT HAND RULE,HUNT_AND_KILL,0,41,594,525,177,966,83,83
BFS,RECURSIVE_DIVISION,0,41,466,648,17,647,93,93
RIGHT HAND RULE,RECURSIVE_DIVISION,0,41,418,432,31,620,107,93
BFS,DFS,0,41,625,800,183,799,295,295
RIGHT HAND RULE,DFS,0,41,551,571,197,846,295,295
BFS,PRIM,0,41,377,504,74,503,95,95
RIGHT HAND RULE,PRIM,0,41,206,211,53,326,95,95
BFS,HUNT_AND_KILL,0,41,479,662,120,661,83,83
RIGHT HAND RULE,HUNT_AND_KILL,0,41,510,455,160,826,83,83
BFS,RECURSIVE_DIVISION,0,41,615,868,43,867,195,195
RIGHT HAND RULE,RECURSIVE_DIVISION,0,41,268,341,27,414,235,195
BFS,DFS,0,41,474,630,156,629,267,267
RIGHT HAND RULE,DFS,0,41,605,605,224,942,267,267
BFS,PRIM,0,41,615,800,130,799,91,91
RIGHT HAND RULE,PRIM,0,41,501,443,125,794,91,91
BFS,HUNT_AND_KILL,0,41,464,652,118,651,95,95
RIGHT HAND RULE,HUNT_AND_KILL,0,41,468,415,140,734,95,95
BFS,RECURSIVE_DIVISION,0,41,702,941,35,940,213,213
RIGHT HAND RULE,RECURSIVE_DIVISION,0,41,357,427,32,534,243,213
BFS,DFS,0,41,391,509,122,508,183,183
RIGHT HAND RULE,DFS,0,41,290,329,105,474,183,183
BFS,PRIM,0,41,548,800,130,799,87,87
RIGHT HAND RULE,PRIM,0,41,243,245,70,402,87,87
BFS,HUNT_AND_KILL,0,41,602,801,153,800,83,83
RIGHT HAND RULE,HUNT_AND_KILL,0,41,500,453,160,822,83,83
BFS,RECURSIVE_DIVISION,0,41,623,856,27,855,99,99
RIGHT HAND RULE,RECURSIVE_DIVISION,0,41,630,672,40,934,131,99
BFS,DFS,0,41,320,397,100,396,135,135
RIGHT HAND RULE,DFS,0,41,349,347,137,558,135,135
BFS,PRIM,0,41,570,801,134,800,83,83
RIGHT HAND RULE,PRIM,0,41,359,337,105,590,83,83
BFS,HUNT_AND_KILL,0,41,605,801,156,800,79,79
RIGHT HAND RULE,HUNT_AND_KILL,0,41,333,321,110,562,79,79
BFS,RECURSIVE_DIVISION,0,41,656,907,45,906,193,193
RIGHT HAND RULE,RECURSIVE_DIVISION,0,41,382,443,34,550,233,193
BFS,DFS,0,41,276,310,79,309,127,127
RIGHT HAND RULE,DFS,0,41,408,385,147,642,127,127
BFS,PRIM,0,41,556,780,129,779,99,99
RIGHT HAND RULE,PRIM,0,41,746,651,212,1202,99,99
