Algo,Multiple,Size,Time,Ni,Nde,Shortest Path
RECURSIVE_DIVISION,0,321,115213,29667,2119,1859
DFS,0,321,11405,9568,12670,6915
PRIM,0,321,14978,7108,8310,823
HUNT_AND_KILL,0,321,12369,8305,10066,667
RECURSIVE_DIVISION,0,321,120389,29822,2184,5783
DFS,0,321,11010,9612,12671,5871
PRIM,0,321,14955,7072,8303,691
HUNT_AND_KILL,0,321,11951,8233,9965,659
RECURSIVE_DIVISION,0,321,112299,28434,2226,3753
DFS,0,321,10961,9640,12703,8811
PRIM,0,321,14965,7092,8236,739
HUNT_AND_KILL,0,321,12392,8257,9986,647
RECURSIVE_DIVISION,0,321,116014,29825,1976,6431
DFS,0,321,11050,9619,12710,3451
PRIM,0,321,14982,7060,8277,743
HUNT_AND_KILL,0,321,12094,8286,9977,679
RECURSIVE_DIVISION,0,321,114720,29460,1981,6711
DFS,0,321,11218,9608,12701,2431
PRIM,0,321,14822,7071,8250,775
HUNT_AND_KILL,0,321,11623,8243,9963,683
RECURSIVE_DIVISION,0,321,115432,28950,2099,1993
DFS,0,321,11274,9632,12667,6711
PRIM,0,321,15043,7023,8173,707
HUNT_AND_KILL,0,321,12357,8287,9997,683
RECURSIVE_DIVISION,0,321,114924,29463,2020,6601
DFS,0,321,10781,9577,12679,6811
PRIM,0,321,14977,7011,8206,739
HUNT_AND_KILL,0,321,12695,8343,10138,763
RECURSIVE_DIVISION,0,321,117403,28786,2070,4799
DFS,0,321,10954,9590,12706,4303
PRIM,0,321,14887,7103,8291,759
HUNT_AND_KILL,0,321,11907,8218,9938,695
RECURSIVE_DIVISION,0,321,116226,29651,2156,2061
DFS,0,321,10876,9618,12693,2795
PRIM,0,321,15050,7057,8284,735
HUNT_AND_KILL,0,321,11614,8221,10007,743
RECURSIVE_DIVISION,0,321,117352,29123,2204,4773
DFS,0,321,11107,9604,12706,5135
PRIM,0,321,15227,7064,8279,779
HUNT_AND_KILL,0,321,12664,8207,9924,715
RECURSIVE_DIVISION,0,321,115610,28995,2290,3263
DFS,0,321,11100,9642,12716,4127
PRIM,0,321,14937,7031,8195,863
HUNT_AND_KILL,0,321,12758,8284,10065,731
RECURSIVE_DIVISION,0,321,119620,29891,2142,3933
DFS,0,321,10840,9643,12695,8275
PRIM,0,321,14953,7104,8305,699
HUNT_AND_KILL,0,321,12190,8311,10090,663
RECURSIVE_DIVISION,0,321,120028,29712,2199,2829
DFS,0,321,11236,9581,12737,8899
PRIM,0,321,15106,7059,8308,731
HUNT_AND_KILL,0,321,11930,8350,10055,663
RECURSIVE_DIVISION,0,321,118472,29607,2270,3205
DFS,0,321,11215,9638,12710,5803
PRIM,0,321,14898,7064,8300,759
HUNT_AND_KILL,0,321,12434,8263,9932,659
RECURSIVE_DIVISION,0,321,115520,28621,2125,3197
DFS,0,321,11302,9563,12673,4203
PRIM,0,321,15104,7081,8304,687
HUNT_AND_KILL,0,321,11920,8333,10075,675
RECURSIVE_DIVISION,0,321,116210,28476,2071,4327
DFS,0,321,10923,9630,12715,4391
PRIM,0,321,14970,7071,8288,783
HUNT_AND_KILL,0,321,11908,8317,10055,659
RECURSIVE_DIVISION,0,321,118791,29126,2154,4469
DFS,0,321,10913,9588,12700,8295
PRIM,0,321,14956,7068,8247,687
HUNT_AND_KILL,0,321,11729,8306,10003,711
RECURSIVE_DIVISION,0,321,118281,29292,2186,4671
DFS,0,321,11083,9627,12675,7599
PRIM,0,321,15080,7062,8241,695
HUNT_AND_KILL,0,321,12133,8285,10010,679
RECURSIVE_DIVISION,0,321,119126,29598,2181,5171
DFS,0,321,11003,9632,12703,7707
PRIM,0,321,14977,7034,8310,715
HUNT_AND_KILL,0,321,11447,8247,9988,799
RECURSIVE_DIVISION,0,321,117659,28229,2140,4725
DFS,0,321,10964,9621,12690,7743
PRIM,0,321,14987,7132,8316,727
HUNT_AND_KILL,0,321,11728,8294,10019,663
RECURSIVE_DIVISION,0,321,117585,28514,2053,2671
DFS,0,321,11089,9618,12653,5195
PRIM,0,321,15081,7132,8344,703
HUNT_AND_KILL,0,321,11608,8310,10064,703
RECURSIVE_DIVISION,0,321,116214,29350,2228,2587
DFS,0,321,11100,9633,12705,9599
PRIM,0,321,15016,7014,8212,751
HUNT_AND_KILL,0,321,11708,8289,10032,679
RECURSIVE_DIVISION,0,321,113388,28739,2072,3175
DFS,0,321,10929,9612,12646,7999
PRIM,0,321,15037,7003,8225,719
HUNT_AND_KILL,0,321,12381,8276,9991,675
RECURSIVE_DIVISION,0,321,112985,28513,1978,4451
DFS,0,321,10917,9597,12677,3875
PRIM,0,321,14833,7032,8258,787
HUNT_AND_KILL,0,321,11880,8268,10017,707
RECURSIVE_DIVISION,0,321,117729,29099,2183,3631
DFS,0,321,11036,9570,12705,7611
PRIM,0,321,14787,7013,8260,699
HUNT_AND_KILL,0,321,11857,8308,9934,711
RECURSIVE_DIVISION,0,321,119280,29109,2076,5029
DFS,0,321,10972,9590,12652,11103
PRIM,0,321,15074,7090,8326,707
HUNT_AND_KILL,0,321,11919,8295,10034,671
RECURSIVE_DIVISION,0,321,120883,29873,2346,2147
DFS,0,321,10915,9595,12672,4111
PRIM,0,321,15173,7081,8315,719
HUNT_AND_KILL,0,321,12273,8196,9888,675
RECURSIVE_DIVISION,0,321,115757,29735,2131,3607
DFS,0,321,10991,9617,12687,8355
PRIM,0,321,15058,7099,8315,879
HUNT_AND_KILL,0,321,12191,8241,10026,675
RECURSIVE_DIVISION,0,321,119782,28766,2232,5275
DFS,0,321,10969,9597,12637,6931
PRIM,0,321,14978,7086,8248,687
HUNT_AND_KILL,0,321,11739,8275,10003,723
RECURSIVE_DIVISION,0,321,117460,28606,2262,3607
DFS,0,321,10945,9598,12655,7995
PRIM,0,321,15062,7030,8278,687
HUNT_AND_KILL,0,321,12022,8307,9967,671
RECURSIVE_DIVISION,0,321,113757,29708,2149,5457
DFS,0,321,10953,9612,12717,3631
PRIM,0,321,14856,7041,8222,799
HUNT_AND_KILL,0,321,12129,8253,9963,691
RECURSIVE_DIVISION,0,321,119470,29607,2095,4399
DFS,0,321,10935,9552,12658,5919
PRIM,0,321,14957,7078,8284,687
HUNT_AND_KILL,0,321,12739,8232,9941,811
RECURSIVE_DIVISION,0,321,115539,29500,2081,4515
DFS,0,321,11107,9607,12700,5275
PRIM,0,321,15038,7031,8229,735
HUNT_AND_KILL,0,321,12117,8242,10009,691
RECURSIVE_DIVISION,0,321,117429,28893,2119,4151
DFS,0,321,10812,9625,12728,6395
PRIM,0,321,14785,7114,8326,811
HUNT_AND_KILL,0,321,12180,8261,10048,687
RECURSIVE_DIVISION,0,321,116380,29624,2077,2041
DFS,0,321,11286,9578,12694,5879
PRIM,0,321,15003,7070,8297,751
HUNT_AND_KILL,0,321,11651,8290,10126,735
RECURSIVE_DIVISION,0,321,114908,29308,2113,5425
DFS,0,321,10962,9629,12680,3207
PRIM,0,321,15149,7033,8233,815
HUNT_AND_KILL,0,321,12317,8341,10180,723
RECURSIVE_DIVISION,0,321,113762,29101,2151,4069
DFS,0,321,11328,9628,12679,6755
PRIM,0,321,15182,7108,8351,695
HUNT_AND_KILL,0,321,12563,8225,9987,679
RECURSIVE_DIVISION,0,321,116931,28987,1988,4801
DFS,0,321,13566,9578,12684,4695
PRIM,0,321,14965,7084,8315,671
HUNT_AND_KILL,0,321,12952,8270,9995,655
RECURSIVE_DIVISION,0,321,117745,29041,2267,3057
DFS,0,321,11066,9610,12739,3571
PRIM,0,321,14948,7124,8329,747
HUNT_AND_KILL,0,321,11372,8271,10004,743
RECURSIVE_DIVISION,0,321,116921,28718,2111,3733
DFS,0,321,10974,9588,12697,6343
PRIM,0,321,14741,7018,8257,771
HUNT_AND_KILL,0,321,12401,8265,9928,679
RECURSIVE_DIVISION,0,321,113789,29682,2159,2451
DFS,0,321,10911,9606,12711,7183
PRIM,0,321,15008,7078,8287,695
HUNT_AND_KILL,0,321,11444,8228,10019,803
RECURSIVE_DIVISION,0,321,114890,28973,2229,3445
DFS,0,321,11403,9581,12651,9051
PRIM,0,321,15001,7137,8360,699
HUNT_AND_KILL,0,321,12234,8196,9977,699
RECURSIVE_DIVISION,0,321,115392,29463,2030,3835
DFS,0,321,11079,9585,12656,3699
PRIM,0,321,14953,7148,8342,683
HUNT_AND_KILL,0,321,11916,8291,9998,671
RECURSIVE_DIVISION,0,321,120747,29521,2212,3353
DFS,0,321,11413,9636,12721,9687
PRIM,0,321,14961,7060,8324,723
HUNT_AND_KILL,0,321,12027,8263,9972,683
RECURSIVE_DIVISION,0,321,118423,29559,2286,2731
DFS,0,321,11176,9618,12686,7247
PRIM,0,321,14806,7072,8358,735
HUNT_AND_KILL,0,321,11803,8287,10002,691
RECURSIVE_DIVISION,0,321,117059,29331,2209,3373
DFS,0,321,11011,9608,12708,5171
PRIM,0,321,14820,7098,8317,691
HUNT_AND_KILL,0,321,12257,8240,9923,715
RECURSIVE_DIVISION,0,321,114302,29462,2220,3939
DFS,0,321,11076,9613,12696,10815
PRIM,0,321,14844,7134,8293,767
HUNT_AND_KILL,0,321,12191,8276,10037,671
RECURSIVE_DIVISION,0,321,116525,29104,2233,1941
DFS,0,321,11607,9619,12711,9147
PRIM,0,321,14967,7026,8261,739
HUNT_AND_KILL,0,321,11704,8250,9987,815
RECURSIVE_DIVISION,0,321,117273,28665,2148,2685
DFS,0,321,11001,9623,12665,4535
PRIM,0,321,14742,7046,8344,695
HUNT_AND_KILL,0,321,12168,8236,10066,691
RECURSIVE_DIVISION,0,321,115075,29027,2155,2949
DFS,0,321,11092,9623,12701,3583
PRIM,0,321,15082,7152,8315,755
HUNT_AND_KILL,0,321,12068,8207,9932,647
RECURSIVE_DIVISION,0,321,113893,29149,2247,4325
DFS,0,321,10931,9624,12689,7219
PRIM,0,321,15054,7034,8322,719
HUNT_AND_KILL,0,321,12561,8251,10006,727
RECURSIVE_DIVISION,0,321,111845,29438,2041,5435
DFS,0,321,11081,9652,12714,7211
PRIM,0,321,14838,7117,8304,807
HUNT_AND_KILL,0,321,12311,8329,10024,663
RECURSIVE_DIVISION,0,321,117626,29114,2183,5345
DFS,0,321,10957,9632,12717,4091
PRIM,0,321,14905,7055,8266,695
HUNT_AND_KILL,0,321,12522,8296,10018,663
RECURSIVE_DIVISION,0,321,116492,28529,2037,5547
DFS,0,321,11024,9596,12678,4071
PRIM,0,321,14978,7041,8267,715
HUNT_AND_KILL,0,321,13023,8296,10081,775
RECURSIVE_DIVISION,0,321,113976,28551,2088,4227
DFS,0,321,11075,9635,12677,6107
PRIM,0,321,15080,7062,8292,707
HUNT_AND_KILL,0,321,12469,8268,10014,731
RECURSIVE_DIVISION,0,321,114411,29609,2096,5209
DFS,0,321,11125,9588,12706,6031
PRIM,0,321,14895,7112,8291,715
HUNT_AND_KILL,0,321,11953,8312,10055,719
RECURSIVE_DIVISION,0,321,114124,28434,2002,3083
DFS,0,341,12778,10869,14342,8287
PRIM,0,341,16970,7948,9341,791
HUNT_AND_KILL,0,341,13070,9295,11276,747
RECURSIVE_DIVISION,0,341,133466,32749,2463,2865
DFS,0,341,12851,10855,14370,6067
PRIM,0,341,16870,8010,9417,747
HUNT_AND_KILL,0,341,14414,9334,11338,759
RECURSIVE_DIVISION,0,341,131727,33184,2463,1189
DFS,0,341,13163,10853,14333,4415
PRIM,0,341,16861,7952,9313,791
HUNT_AND_KILL,0,341,13315,9348,11341,715
RECURSIVE_DIVISION,0,341,134972,32597,2431,3479
DFS,0,341,12566,10892,14379,3743
PRIM,0,341,17102,7936,9285,835
HUNT_AND_KILL,0,341,14614,9331,11304,783
RECURSIVE_DIVISION,0,341,127487,32299,2315,4353
DFS,0,341,12257,10840,14349,6627
PRIM,0,341,17070,8000,9359,727
HUNT_AND_KILL,0,341,13800,9326,11310,715
RECURSIVE_DIVISION,0,341,132667,33520,2325,5607
DFS,0,341,12241,10845,14324,8631
PRIM,0,341,16833,7981,9268,779
HUNT_AND_KILL,0,341,13549,9388,11352,699
RECURSIVE_DIVISION,0,341,128887,32578,2261,7231
DFS,0,341,12506,10839,14302,6215
PRIM,0,341,16924,8074,9419,775
HUNT_AND_KILL,0,341,13936,9318,11359,747
RECURSIVE_DIVISION,0,341,129478,32788,2408,3377
DFS,0,341,12324,10820,14329,6983
PRIM,0,341,17036,8017,9386,967
HUNT_AND_KILL,0,341,14237,9350,11225,703
RECURSIVE_DIVISION,0,341,130016,32721,2357,3407
DFS,0,341,14958,10822,14335,4851
PRIM,0,341,16819,8043,9418,731
HUNT_AND_KILL,0,341,13983,9315,11252,707
RECURSIVE_DIVISION,0,341,130921,33550,2284,6251
DFS,0,341,12275,10870,14326,7375
PRIM,0,341,16942,8029,9437,911
HUNT_AND_KILL,0,341,14115,9302,11307,843
RECURSIVE_DIVISION,0,341,137793,33744,2497,4317
DFS,0,341,12406,10868,14345,9443
PRIM,0,341,16892,7981,9395,895
HUNT_AND_KILL,0,341,13437,9329,11341,723
RECURSIVE_DIVISION,0,341,131798,32113,2451,3465
DFS,0,341,12337,10866,14318,6243
PRIM,0,341,16787,7967,9355,779
HUNT_AND_KILL,0,341,13606,9343,11294,719
RECURSIVE_DIVISION,0,341,132104,32320,2605,2807
DFS,0,341,12809,10872,14370,9803
PRIM,0,341,16987,7982,9327,803
HUNT_AND_KILL,0,341,14483,9359,11331,811
RECURSIVE_DIVISION,0,341,133280,32875,2490,3855
DFS,0,341,12538,10865,14384,5875
PRIM,0,341,16793,7999,9375,759
HUNT_AND_KILL,0,341,13074,9306,11262,867
RECURSIVE_DIVISION,0,341,131917,33518,2239,5521
DFS,0,341,12330,10807,14340,5755
PRIM,0,341,16765,7952,9328,811
HUNT_AND_KILL,0,341,13451,9360,11397,711
RECURSIVE_DIVISION,0,341,130472,33402,2321,5427
DFS,0,341,12412,10856,14305,6487
PRIM,0,341,17063,7935,9391,751
HUNT_AND_KILL,0,341,13330,9326,11255,763
RECURSIVE_DIVISION,0,341,132922,33091,2497,3471
DFS,0,341,12674,10862,14316,6759
PRIM,0,341,16895,7972,9340,803
HUNT_AND_KILL,0,341,13242,9276,11323,795
RECURSIVE_DIVISION,0,341,136061,32121,2648,2471
DFS,0,341,12401,10847,14338,3395
PRIM,0,341,17074,7959,9334,747
HUNT_AND_KILL,0,341,14017,9344,11325,727
RECURSIVE_DIVISION,0,341,130112,33067,2312,3663
DFS,0,341,12497,10839,14267,5907
PRIM,0,341,16804,7945,9355,735
HUNT_AND_KILL,0,341,13951,9326,11373,719
RECURSIVE_DIVISION,0,341,129577,32213,2345,5705
DFS,0,341,12553,10793,14378,11779
PRIM,0,341,16999,7943,9343,755
HUNT_AND_KILL,0,341,13435,9362,11313,739
RECURSIVE_DIVISION,0,341,135308,33242,2600,4339
DFS,0,341,12428,10866,14378,7855
PRIM,0,341,16760,7957,9315,791
HUNT_AND_KILL,0,341,12937,9370,11340,763
RECURSIVE_DIVISION,0,341,130877,32671,2351,4887
DFS,0,341,12396,10847,14331,5099
PRIM,0,341,17071,7988,9362,743
HUNT_AND_KILL,0,341,14183,9339,11307,751
RECURSIVE_DIVISION,0,341,133313,32592,2532,6185
DFS,0,341,12428,10880,14348,4203
PRIM,0,341,16699,7986,9355,1003
HUNT_AND_KILL,0,341,13355,9373,11319,755
RECURSIVE_DIVISION,0,341,131360,32251,2488,3045
DFS,0,341,12559,10857,14316,3803
PRIM,0,341,17108,8021,9423,779
HUNT_AND_KILL,0,341,13728,9359,11357,703
RECURSIVE_DIVISION,0,341,129586,33044,2343,2879
DFS,0,341,12666,10834,14325,5991
PRIM,0,341,16863,7910,9309,731
HUNT_AND_KILL,0,341,14324,9339,11226,751
RECURSIVE_DIVISION,0,341,131353,33231,2427,4037
DFS,0,341,12361,10818,14293,5355
PRIM,0,341,16905,7938,9365,771
HUNT_AND_KILL,0,341,14193,9381,11318,739
RECURSIVE_DIVISION,0,341,126517,32821,2288,3995
DFS,0,341,12529,10866,14345,7171
PRIM,0,341,16742,7968,9362,779
HUNT_AND_KILL,0,341,13553,9394,11386,703
RECURSIVE_DIVISION,0,341,132603,32527,2406,3265
DFS,0,341,12486,10852,14349,8911
PRIM,0,341,17124,8011,9448,775
HUNT_AND_KILL,0,341,13758,9335,11250,707
RECURSIVE_DIVISION,0,341,131283,32503,2539,3055
DFS,0,341,12908,10894,14381,6191
PRIM,0,341,16815,8042,9422,731
HUNT_AND_KILL,0,341,13690,9369,11402,731
RECURSIVE_DIVISION,0,341,133660,33487,2348,4877
DFS,0,341,12766,10835,14341,6643
PRIM,0,341,17263,7902,9309,771
HUNT_AND_KILL,0,341,13628,9350,11299,719
RECURSIVE_DIVISION,0,341,133360,32813,2548,3055
DFS,0,341,12361,10822,14281,5647
PRIM,0,341,17262,8010,9432,811
HUNT_AND_KILL,0,341,13995,9306,11235,715
RECURSIVE_DIVISION,0,341,131179,33267,2184,4345
DFS,0,341,12677,10830,14376,3151
PRIM,0,341,17007,7990,9396,771
HUNT_AND_KILL,0,341,13006,9416,11378,807
RECURSIVE_DIVISION,0,341,132752,33241,2322,3419
DFS,0,341,12460,10826,14298,10079
PRIM,0,341,16941,7891,9255,779
HUNT_AND_KILL,0,341,13343,9338,11331,747
RECURSIVE_DIVISION,0,341,131101,33276,2339,4991
DFS,0,341,12326,10875,14313,6891
PRIM,0,341,16819,7961,9325,763
HUNT_AND_KILL,0,341,13517,9315,11307,747
RECURSIVE_DIVISION,0,341,134059,33026,2402,4439
